Restriction Id,Restriction Type,Operational Goal,Enabled,Externally Available,Validity WEF,Validity TIL,During,Days of Week,Start Time,End Time
HELG500A,M,CROSS BORDER FRA LIMITATION FROM CTA HECC TO RAS LGFRA,Y,Y,05/10/2023,02/11/2023,Y,--3----,2100,0000
HELG500A,M,CROSS BORDER FRA LIMITATION FROM CTA HECC TO RAS LGFRA,Y,Y,05/10/2023,02/11/2023,Y,-2-----,2100,0000
LBSEC500A,M,CROSS BORDER FRA LIMITATION FROM RAS LBFRA TO RAS SECSI,Y,Y,15/06/2023,11/12/2036,Y,1234567,0000,0000
LBSFLB500A,M,CROSS BORDER FRA LIMITATION FROM TMA LBSF TO RAS SEEFRA,Y,Y,28/01/2021,11/12/2036,Y,1234567,0000,0000
LC100A,M,EN-ROUTE FRA LIMITATION IN RAS LCFRA,Y,Y,20/04/2023,11/12/2036,Y,---4---,0000,0330
LC100A,M,EN-ROUTE FRA LIMITATION IN RAS LCFRA,Y,Y,20/04/2023,11/12/2036,Y,--3----,0000,0330
LC100A,M,EN-ROUTE FRA LIMITATION IN RAS LCFRA,Y,Y,20/04/2023,11/12/2036,Y,1------,0000,0430
LCHE500A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO CTA HECC,Y,Y,23/03/2023,11/12/2036,Y,-2-----,0000,0330
LCHE500A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO CTA HECC,Y,Y,23/03/2023,11/12/2036,Y,1------,0000,0330
LCHE500A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO CTA HECC,Y,Y,23/03/2023,11/12/2036,Y,--3----,0000,0430
LCLC500A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO RAS LCNONFRA,Y,Y,23/03/2023,11/12/2036,Y,--3----,0000,0430
LCLC500D,M,CROSS BORDER FRA LIMITATION FROM RAS LCNONFRA TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,-----6-,2030,0000
LCLC500D,M,CROSS BORDER FRA LIMITATION FROM RAS LCNONFRA TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,1------,2130,0000
LCLG500A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO RAS LGFRA,Y,Y,05/10/2023,02/11/2023,Y,---4---,0000,0400
LCLG500A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO RAS LGFRA,Y,Y,05/10/2023,02/11/2023,Y,1------,2100,0000
LCLG501A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO RAS LGNFRA,Y,Y,23/03/2023,11/12/2036,Y,------7,0000,0330
LCLG501A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO RAS LGNFRA,Y,Y,23/03/2023,11/12/2036,Y,------7,2030,0000
LCLG501A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO RAS LGNFRA,Y,Y,23/03/2023,11/12/2036,Y,-2-----,0000,0430
LCLL500A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO RAS LLDCT,Y,Y,23/03/2023,11/12/2036,Y,----5--,2030,0000
LCLL500A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO RAS LLDCT,Y,Y,23/03/2023,11/12/2036,Y,-2-----,2030,0000
LCLL500A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO RAS LLDCT,Y,Y,23/03/2023,11/12/2036,Y,1------,2030,0000
LCOL500A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO CTA OLBB,Y,Y,23/03/2023,11/12/2036,Y,----5--,0000,0330
LCOL500A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO CTA OLBB,Y,Y,23/03/2023,11/12/2036,Y,---4---,0000,0330
LCOL500A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO CTA OLBB,Y,Y,23/03/2023,11/12/2036,Y,--3----,0000,0330
LCOL500A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO CTA OLBB,Y,Y,23/03/2023,11/12/2036,Y,-2-----,2130,0000
LCOS500A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO CTA OSDI,Y,Y,23/03/2023,11/12/2036,Y,------7,0000,0330
LCOS500A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO CTA OSDI,Y,Y,23/03/2023,11/12/2036,Y,----5--,0000,0330
LCOS500A,M,CROSS BORDER FRA LIMITATION FROM RAS LCFRA TO CTA OSDI,Y,Y,23/03/2023,11/12/2036,Y,1------,2130,0000
LELE500D,M,CROSS BORDER FRA LIMITATION FROM RAS HISPAFRA1 TO RAS HISPAFRA1 BETWEEN FLS 245-CEL,Y,Y,20/04/2023,11/12/2036,Y,1234567,0000,0000
LEBOTA500A,M,CROSS BORDER FRA LIMITATION FROM RAS HISPAFRA1 TO RAS LFBOTA AND FROM RAS LFBOTA TO RAS HISPAFRA1 BETWEEN FLS 245-660,Y,Y,21/04/2022,11/12/2036,Y,1234567,0000,0000
LFBOTR500A,M,CROSS BORDER FRA LIMITATION FROM RAS LFBOTA TO RAS LFFRANW,Y,Y,02/12/2021,11/12/2036,Y,1234567,0000,0000
LFFFN500A,M,CROSS BORDER FRA LIMITATION FROM RAS LFFRAC TO RAS LFFFN,Y,Y,15/06/2023,22/02/2024,Y,1234567,0000,0000
LG100B,F,EN-ROUTE FRA LIMITATION IN RAS LGFRA,Y,Y,05/10/2023,02/11/2023,Y,-----6-,2100,0000
LG100A,M,EN-ROUTE FRA LIMITATION IN RAS LGFRA,Y,Y,05/10/2023,02/11/2023,Y,------7,2100,0000
LG100A,M,EN-ROUTE FRA LIMITATION IN RAS LGFRA,Y,Y,05/10/2023,02/11/2023,Y,---4---,0000,0400
LGHE500A,M,CROSS BORDER FRA LIMITATION FROM RAS LGFRA TO CTA HECC,Y,Y,05/10/2023,02/11/2023,Y,-----6-,0000,0400
LGLC500A,M,CROSS BORDER FRA LIMITATION FROM RAS LGFRA TO RAS LCFRA,Y,Y,05/10/2023,02/11/2023,Y,------7,2030,0000
LGLC500A,M,CROSS BORDER FRA LIMITATION FROM RAS LGFRA TO RAS LCFRA,Y,Y,05/10/2023,02/11/2023,Y,----5--,2030,0000
LGLC500A,M,CROSS BORDER FRA LIMITATION FROM RAS LGFRA TO RAS LCFRA,Y,Y,05/10/2023,02/11/2023,Y,-2-----,0000,0400
LGLC500A,M,CROSS BORDER FRA LIMITATION FROM RAS LGFRA TO RAS LCFRA,Y,Y,05/10/2023,02/11/2023,Y,-2-----,2030,0000
LGLC501A,M,CROSS BORDER FRA LIMITATION FROM RAS LGNFRA TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,-----6-,2030,0000
LGLC501A,M,CROSS BORDER FRA LIMITATION FROM RAS LGNFRA TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,--3----,2130,0000
LGLG500A,M,CROSS BORDER FRA LIMITATION FROM RAS LGFRA TO RAS LGNFRA,Y,Y,05/10/2023,02/11/2023,Y,-----6-,0000,0400
LGLG500A,M,CROSS BORDER FRA LIMITATION FROM RAS LGFRA TO RAS LGNFRA,Y,Y,05/10/2023,02/11/2023,Y,-2-----,2100,0000
LGLG500D,M,CROSS BORDER FRA LIMITATION FROM RAS LGNFRA TO RAS LGFRA,Y,Y,05/10/2023,02/11/2023,Y,-----6-,2100,0000
LGLG500D,M,CROSS BORDER FRA LIMITATION FROM RAS LGNFRA TO RAS LGFRA,Y,Y,05/10/2023,02/11/2023,Y,----5--,0000,0400
LGLG500D,M,CROSS BORDER FRA LIMITATION FROM RAS LGNFRA TO RAS LGFRA,Y,Y,05/10/2023,02/11/2023,Y,----5--,2100,0000
LGLT500A,M,CROSS BORDER FRA LIMITATION FROM RAS LGFRA TO RAS LTDCT,Y,Y,05/10/2023,02/11/2023,Y,------7,0000,0400
LGLT500A,M,CROSS BORDER FRA LIMITATION FROM RAS LGFRA TO RAS LTDCT,Y,Y,05/10/2023,02/11/2023,Y,------7,2100,0000
LGLT500A,M,CROSS BORDER FRA LIMITATION FROM RAS LGFRA TO RAS LTDCT,Y,Y,05/10/2023,02/11/2023,Y,---4---,0000,0400
LGLT500A,M,CROSS BORDER FRA LIMITATION FROM RAS LGFRA TO RAS LTDCT,Y,Y,05/10/2023,02/11/2023,Y,-2-----,2100,0000
LHLR555Y,M,CROSS BORDER FRA LIMITATION FROM RAS LHFRA TO CTA LRBB BETWEEN FLS GND-105,Y,Y,15/06/2023,11/12/2036,Y,1234567,0000,0000
LIEDMS500A,M,CROSS BORDER FRA LIMITATION FROM RAS LIFRA TO RAS EDMMFRAS,Y,Y,25/03/2021,11/12/2036,Y,---4---,0000,0300
LIEDMS500A,M,CROSS BORDER FRA LIMITATION FROM RAS LIFRA TO RAS EDMMFRAS,Y,Y,25/03/2021,11/12/2036,Y,-2-----,0000,0300
LIEDMS500A,M,CROSS BORDER FRA LIMITATION FROM RAS LIFRA TO RAS EDMMFRAS,Y,Y,25/03/2021,11/12/2036,Y,-2-----,2130,0000
LIEDMS500A,M,CROSS BORDER FRA LIMITATION FROM RAS LIFRA TO RAS EDMMFRAS,Y,Y,25/03/2021,11/12/2036,Y,--3----,2230,0000
LIEDMS500A,M,CROSS BORDER FRA LIMITATION FROM RAS LIFRA TO RAS EDMMFRAS,Y,Y,25/03/2021,11/12/2036,Y,-2-----,2230,0000
LIEDMS500A,M,CROSS BORDER FRA LIMITATION FROM RAS LIFRA TO RAS EDMMFRAS,Y,Y,25/03/2021,11/12/2036,Y,1------,0000,0400
LISEC500A,M,CROSS BORDER FRA LIMITATION FROM RAS LIFRA TO RAS SECSI,Y,Y,07/09/2023,21/03/2024,Y,1234567,0000,0000
LKEP501A,M,CROSS BORDER FRA LIMITATION FROM RAS LKAAFRA TO RAS EPNFRA,Y,Y,18/05/2023,11/12/2036,Y,1234567,0000,0000
LLLC500A,M,CROSS BORDER FRA LIMITATION FROM RAS LLDCT TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,-----6-,2030,0000
LLLC500A,M,CROSS BORDER FRA LIMITATION FROM RAS LLDCT TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,------7,2030,0000
LLLC500A,M,CROSS BORDER FRA LIMITATION FROM RAS LLDCT TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,----5--,0000,0330
LPGMAC500A,M,CROSS BORDER FRA LIMITATION FROM RAS LPPCFRA TO RAS GMACFRA,Y,Y,21/04/2022,11/12/2036,Y,-----6-,0000,0600
LPLP500A,M,CROSS BORDER FRA LIMITATION FROM RAS LPPCFRA TO RAS LPPCFRA BETWEEN FLS FLR-245,Y,Y,21/04/2022,11/12/2036,Y,1234567,0000,0000
LPPOLP500A,M,CROSS BORDER FRA LIMITATION FROM RAS LPPCFRA TO OCA LPPO AND FROM OCA LPPO TO RAS LPPCFRA BETWEEN FLS 245-UNL,Y,Y,21/04/2022,11/12/2036,Y,1234567,0000,0000
LRLR500A,M,CROSS BORDER FRA LIMITATION FROM RAS LRFRA TO RAS LRNFRA,Y,Y,13/07/2023,11/12/2036,Y,1234567,0000,0000
LRLRCL500A,M,CROSS BORDER FRA LIMITATION FROM RAS LRFRA TO TMA LRCL,Y,Y,29/12/2022,11/12/2036,Y,1234567,0000,0000
LRLY501A,M,CROSS BORDER FRA LIMITATION FROM CTA LRBB TO RAS SECSI BETWEEN FLS 205-245,Y,Y,15/06/2023,11/12/2036,Y,-----6-,0000,0500
LRLY501A,M,CROSS BORDER FRA LIMITATION FROM CTA LRBB TO RAS SECSI BETWEEN FLS 205-245,Y,Y,15/06/2023,11/12/2036,Y,-----6-,1900,0000
LRLY501A,M,CROSS BORDER FRA LIMITATION FROM CTA LRBB TO RAS SECSI BETWEEN FLS 205-245,Y,Y,15/06/2023,11/12/2036,Y,-2-----,1900,0000
LRLY501A,M,CROSS BORDER FRA LIMITATION FROM CTA LRBB TO RAS SECSI BETWEEN FLS 205-245,Y,Y,15/06/2023,11/12/2036,Y,------7,2000,0000
LRLY501A,M,CROSS BORDER FRA LIMITATION FROM CTA LRBB TO RAS SECSI BETWEEN FLS 205-245,Y,Y,15/06/2023,11/12/2036,Y,1------,2000,0000
LTLC500A,M,CROSS BORDER FRA LIMITATION FROM RAS LTDCT TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,-----6-,0000,0330
LTLC500A,M,CROSS BORDER FRA LIMITATION FROM RAS LTDCT TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,----5--,2030,0000
LTLC500A,M,CROSS BORDER FRA LIMITATION FROM RAS LTDCT TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,--3----,0000,0330
LTLC500A,M,CROSS BORDER FRA LIMITATION FROM RAS LTDCT TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,-2-----,0000,0330
LTLC500A,M,CROSS BORDER FRA LIMITATION FROM RAS LTDCT TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,1------,2030,0000
LTLC500A,M,CROSS BORDER FRA LIMITATION FROM RAS LTDCT TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,--3----,0000,0430
LTLC500A,M,CROSS BORDER FRA LIMITATION FROM RAS LTDCT TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,-2-----,2130,0000
LTLG500A,M,CROSS BORDER FRA LIMITATION FROM RAS LTDCT TO RAS LGFRA,Y,Y,05/10/2023,02/11/2023,Y,--3----,2100,0000
LU100A,M,EN-ROUTE FRA LIMITATION IN RAS LUFRA,Y,Y,24/02/2022,11/12/2036,Y,1234567,0000,0000
LU100B,F,EN-ROUTE FRA LIMITATION IN RAS LUFRA,Y,Y,24/02/2022,11/12/2036,Y,1234567,0000,0000
LYSEC500A,M,CROSS BORDER FRA LIMITATION FROM TMA LYPR TO RAS SECSI AND FROM RAS SECSI TO TMA LYPR,Y,Y,18/05/2023,11/12/2036,Y,1234567,0000,0000
NEBL500A,M,CROSS BORDER FRA LIMITATION FROM RAS NEFRAX TO RAS BALTFRA,N,Y,24/02/2022,11/12/2036,Y,1234567,0000,0000
OLLC500A,M,CROSS BORDER FRA LIMITATION FROM CTA OLBB TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,---4---,0000,0330
OLLC500A,M,CROSS BORDER FRA LIMITATION FROM CTA OLBB TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,--3----,2030,0000
OLLC500A,M,CROSS BORDER FRA LIMITATION FROM CTA OLBB TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,-2-----,0000,0330
OLLC500A,M,CROSS BORDER FRA LIMITATION FROM CTA OLBB TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,1------,2030,0000
OLLC500A,M,CROSS BORDER FRA LIMITATION FROM CTA OLBB TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,--3----,2130,0000
OSLC500A,M,CROSS BORDER FRA LIMITATION FROM CTA OSDI TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,----5--,0000,0330
OSLC500A,M,CROSS BORDER FRA LIMITATION FROM CTA OSDI TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,--3----,2030,0000
OSLC500A,M,CROSS BORDER FRA LIMITATION FROM CTA OSDI TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,-2-----,0000,0330
OSLC500A,M,CROSS BORDER FRA LIMITATION FROM CTA OSDI TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,-2-----,0000,0430
OSLC500A,M,CROSS BORDER FRA LIMITATION FROM CTA OSDI TO RAS LCFRA,Y,Y,23/03/2023,11/12/2036,Y,1------,2130,0000
SECEDU500A,M,CROSS BORDER FRA LIMITATION FROM RAS SECSI TO RAS EDUUFRAE,Y,Y,18/05/2023,11/12/2036,Y,--3----,2230,0000
SECSEE500A,M,CROSS BORDER FRA LIMITATION FROM RAS SECSI TO RAS SEEFRA,Y,Y,18/05/2023,11/12/2036,Y,1234567,0000,0000
SEELB500A,M,CROSS BORDER FRA LIMITATION FROM RAS SEEFRA TO RAS LBFRA,Y,Y,28/01/2021,11/12/2036,Y,1234567,0000,0000
SEELGN500A,M,CROSS BORDER FRA LIMITATION FROM RAS SEEFRA TO RAS LGNFRA,Y,Y,02/12/2021,11/12/2036,Y,1234567,0000,0000
UG100B,F,EN-ROUTE FRA LIMITATION IN RAS UGFRA BETWEEN FLS GND-195,Y,Y,18/05/2023,11/12/2036,Y,1234567,0000,0000
UGUB500A,M,CROSS BORDER FRA LIMITATION FROM RAS UGFRA TO RAS UBFRA BETWEEN FLS GND-195,Y,Y,18/05/2023,11/12/2036,Y,1234567,0000,0000
UK100A,M,EN-ROUTE FRA LIMITATION IN RAS UKNESFRA BETWEEN FLS 275-UNL,Y,Y,24/03/2022,11/12/2036,Y,1234567,0000,0000
UKEP500A,M,CROSS BORDER FRA LIMITATION FROM RAS UKNESFRA TO RAS EPFRA,Y,Y,07/10/2021,11/12/2036,Y,1234567,0000,0000
UKLH500A,M,CROSS BORDER FRA LIMITATION FROM RAS UKNESFRA TO RAS LHFRA,Y,Y,12/08/2021,11/12/2036,Y,1234567,0000,0000
UKOUKO500A,M,CROSS BORDER FRA LIMITATION FROM RAS UKODSFRA TO RAS UKODSFRA BETWEEN FLS FLR-275,Y,Y,02/12/2021,11/12/2036,Y,1234567,0000,0000
UKOVLR501A,M,CROSS BORDER FRA LIMITATION FROM RAS UKODSFRA TO RAS LRFRA,Y,Y,02/12/2021,11/12/2036,Y,1234567,0000,0000
YXEDWE500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDYYFRA TO RAS EDWWFRAE,Y,Y,05/10/2023,30/11/2023,Y,1234567,0000,0000
BLUMKK500A,M,CROSS BORDER FRA LIMITATION FROM RAS BALTFRA TO RAS UMKKFRA AND FROM RAS UMKKFRA TO RAS BALTFRA,N,Y,24/02/2022,11/12/2036,Y,1234567,0000,0000
DALE500A,M,CROSS BORDER FRA LIMITATION FROM CTA DAAA TO RAS HISPAFRA1 BETWEEN FLS 245-660,Y,Y,21/04/2022,11/12/2036,Y,1234567,0000,0000
DUEDUW500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDUUFRAE TO RAS EDUUFRAW,Y,Y,10/08/2023,11/12/2036,Y,1------,2130,0000
DUEDUW500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDUUFRAE TO RAS EDUUFRAW,Y,Y,10/08/2023,11/12/2036,Y,--3----,0000,0400
DUWDME500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDUUFRAW TO RAS EDMMFRAE,Y,Y,23/02/2023,11/12/2036,Y,-2-----,2130,0000
DUWDME500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDUUFRAW TO RAS EDMMFRAE,Y,Y,23/02/2023,11/12/2036,Y,------7,2230,0000
DUWDME500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDUUFRAW TO RAS EDMMFRAE,Y,Y,23/02/2023,11/12/2036,Y,1------,2230,0000
DUWDME501A,M,CROSS BORDER FRA LIMITATION FROM RAS EDUUFRAW TO RAS EDMMFRAE,Y,Y,23/02/2023,11/12/2036,Y,-2-----,0300,2130
DUWDME501A,M,CROSS BORDER FRA LIMITATION FROM RAS EDUUFRAW TO RAS EDMMFRAE,Y,Y,23/02/2023,11/12/2036,Y,1------,0400,2230
DUWDMS500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDUUFRAW TO RAS EDMMFRAS,Y,Y,10/08/2023,11/12/2036,Y,---4---,2130,0000
DUWDMS500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDUUFRAW TO RAS EDMMFRAS,Y,Y,10/08/2023,11/12/2036,Y,1------,0000,0400
DUWDUE500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDUUFRAW TO RAS EDUUFRAE,Y,Y,20/04/2023,11/12/2036,Y,---4---,2130,0000
DUWDUE500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDUUFRAW TO RAS EDUUFRAE,Y,Y,20/04/2023,11/12/2036,Y,1------,2130,0000
DUWDUE500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDUUFRAW TO RAS EDUUFRAE,Y,Y,20/04/2023,11/12/2036,Y,--3----,0000,0400
DUWDUE501A,M,CROSS BORDER FRA LIMITATION FROM RAS EDUUFRAW TO RAS EDUUFRAE,Y,Y,20/04/2023,11/12/2036,Y,-2-----,0400,2230
EDAEDA500G,M,CROSS BORDER FRA LIMITATION FROM RAS EDWWFRAE TO RAS EDUUFRAN,Y,Y,05/10/2023,11/12/2036,Y,----5--,2130,0000
EDAEDA500G,M,CROSS BORDER FRA LIMITATION FROM RAS EDWWFRAE TO RAS EDUUFRAN,Y,Y,05/10/2023,11/12/2036,Y,-2-----,2130,0000
EDAEDA500H,M,CROSS BORDER FRA LIMITATION FROM CTA EDWW TO RAS EDUUFRAN,Y,Y,05/10/2023,11/12/2036,Y,-2-----,0400,2230
EDEEDS500F,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMFRAS TO RAS EDUUFRAE,Y,Y,01/12/2022,11/12/2036,Y,------7,0000,0300
EDEEDS500F,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMFRAS TO RAS EDUUFRAE,Y,Y,01/12/2022,11/12/2036,Y,----5--,0000,0300
EDEEDS500F,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMFRAS TO RAS EDUUFRAE,Y,Y,01/12/2022,11/12/2036,Y,1------,2230,0000
EDGGYX501A,M,CROSS BORDER FRA LIMITATION FROM RAS EDGGNFRA TO RAS EDYYFRA,Y,Y,10/08/2023,30/11/2023,Y,1234567,0000,0000
EDLOLJ500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDDCT1 TO RAS SECSI BETWEEN FLS GND-245,Y,Y,05/10/2023,11/12/2036,Y,-----6-,0000,0300
EDLOLJ500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDDCT1 TO RAS SECSI BETWEEN FLS GND-245,Y,Y,05/10/2023,11/12/2036,Y,---4---,0000,0300
EDLOLJ500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDDCT1 TO RAS SECSI BETWEEN FLS GND-245,Y,Y,05/10/2023,11/12/2036,Y,--3----,2130,0000
EDLOLJ500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDDCT1 TO RAS SECSI BETWEEN FLS GND-245,Y,Y,05/10/2023,11/12/2036,Y,------7,2230,0000
EDLOLJ500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDDCT1 TO RAS SECSI BETWEEN FLS GND-245,Y,Y,05/10/2023,11/12/2036,Y,--3----,0000,0400
EDLOLJ500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDDCT1 TO RAS SECSI BETWEEN FLS GND-245,Y,Y,05/10/2023,11/12/2036,Y,1------,2230,0000
EDLOLJ501A,M,CROSS BORDER FRA LIMITATION FROM RAS EDDCT1 TO RAS SECSI BETWEEN FLS GND-245,Y,Y,05/10/2023,11/12/2036,Y,-----6-,0300,2130
EDLOLJ501A,M,CROSS BORDER FRA LIMITATION FROM RAS EDDCT1 TO RAS SECSI BETWEEN FLS GND-245,Y,Y,05/10/2023,11/12/2036,Y,1------,0400,2230
EDMDME500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMFRAS TO RAS EDMMFRAE,Y,Y,01/12/2022,11/12/2036,Y,--3----,0000,0300
EDMDME500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMFRAS TO RAS EDMMFRAE,Y,Y,01/12/2022,11/12/2036,Y,1------,2130,0000
EDMDMS500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMFRAE TO RAS EDMMFRAS,Y,Y,10/08/2023,11/12/2036,Y,--3----,0000,0300
EDMDMS500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMFRAE TO RAS EDMMFRAS,Y,Y,10/08/2023,11/12/2036,Y,--3----,2230,0000
EDMDUN500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMFRAE TO RAS EDUUFRAN,Y,Y,23/02/2023,11/12/2036,Y,---4---,0000,0300
EDMDUN500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMFRAE TO RAS EDUUFRAN,Y,Y,23/02/2023,11/12/2036,Y,------7,2130,0000
EDMDUN500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMFRAE TO RAS EDUUFRAN,Y,Y,23/02/2023,11/12/2036,Y,------7,0000,0400
EDMDUN500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMFRAE TO RAS EDUUFRAN,Y,Y,23/02/2023,11/12/2036,Y,1------,2230,0000
EDMDWE500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMFRAE TO RAS EDWWFRAE,Y,Y,05/10/2023,11/12/2036,Y,---4---,0000,0300
EDMDWE500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMFRAE TO RAS EDWWFRAE,Y,Y,05/10/2023,11/12/2036,Y,-2-----,2130,0000
EDMDWE500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMFRAE TO RAS EDWWFRAE,Y,Y,05/10/2023,11/12/2036,Y,1------,0000,0300
EDMEDM500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMNFRAS TO RAS EDMMFRAS AND FROM RAS EDMMFRAS TO RAS EDMMNFRAS,Y,Y,25/03/2021,11/12/2036,Y,------7,0000,0300
EDMEDM500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMNFRAS TO RAS EDMMFRAS AND FROM RAS EDMMFRAS TO RAS EDMMNFRAS,Y,Y,25/03/2021,11/12/2036,Y,-----6-,2130,0000
EDMEDM500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMNFRAS TO RAS EDMMFRAS AND FROM RAS EDMMFRAS TO RAS EDMMNFRAS,Y,Y,25/03/2021,11/12/2036,Y,----5--,2130,0000
EDMEDM500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMNFRAS TO RAS EDMMFRAS AND FROM RAS EDMMFRAS TO RAS EDMMNFRAS,Y,Y,25/03/2021,11/12/2036,Y,--3----,2130,0000
EDMEDM501A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMNFRAE TO RAS EDMMFRAE AND FROM RAS EDMMFRAE TO RAS EDMMNFRAE,Y,Y,05/12/2019,11/12/2036,Y,------7,2130,0000
EDMEDM501A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMNFRAE TO RAS EDMMFRAE AND FROM RAS EDMMFRAE TO RAS EDMMNFRAE,Y,Y,05/12/2019,11/12/2036,Y,-----6-,2130,0000
EDMEDM501A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMNFRAE TO RAS EDMMFRAE AND FROM RAS EDMMFRAE TO RAS EDMMNFRAE,Y,Y,05/12/2019,11/12/2036,Y,1------,0000,0400
EDMEDM501A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMNFRAE TO RAS EDMMFRAE AND FROM RAS EDMMFRAE TO RAS EDMMNFRAE,Y,Y,05/12/2019,11/12/2036,Y,1------,2230,0000
EDMEGG500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMFRAE TO CTA EDGGS AND FROM CTA EDGGS TO RAS EDMMFRAE,Y,Y,24/03/2022,11/12/2036,Y,----5--,0000,0300
EDMEGG500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMFRAE TO CTA EDGGS AND FROM CTA EDGGS TO RAS EDMMFRAE,Y,Y,24/03/2022,11/12/2036,Y,---4---,0000,0300
EDMEGG500A,M,CROSS BORDER FRA LIMITATION FROM RAS EDMMFRAE TO CTA EDGGS AND FROM CTA EDGGS TO RAS EDMMFRAE,Y,Y,24/03/2022,11/12/2036,Y,--3----,2130,0000
