ID,From,To,"Lower Vert.
Limit (FL)","Upper Vert.
Limit (FL)","Available or Not
(Y/N)",Utilization,"DCT Time
Availability","Operational
Goal",Remarks,"Direction of
Cruising Levels",ATC Unit,"Release
Date"
LF5145,RIBOU,ROCAN,MEA,195,Yes,"ONLY AVBL FOR TFC
DEP LFBF/BR via LFBBUBDX",H24,"To facilitate connection with LFBB FRA
",,,LFBBACC,14 APR 2022
LF5052,DODOM,ANETO,145,195,Yes,"ONLY AVBL FOR TFC
DEP LFMK via LFBBUBDX",H24,To facilitate connection with LFBB FRA,,,LFBBACC,14 APR 2022
LF5050,GALDO,DODOM,145,195,Yes,"ONLY AVBL FOR TFC
DEP LFMK via LFBBUBDX",H24,To facilitate connection with LFBB FRA,,,LFBBACC,14 APR 2022
LF5048,GALDO,MAQAB,145,195,Yes,"ONLY AVBL FOR TFC
DEP LFMK via LFBBUBDX",H24,To facilitate connection with LFBB FRA,,,LFBBACC,14 APR 2022
LF5047,GALDO,DIGPO,145,195,Yes,"ONLY AVBL FOR TFC
DEP LFMK via LFBBUBDX",H24,To facilitate connection with LFBB FRA,,,LFBBACC,14 APR 2022
LF5046,GALDO,TOU,145,195,Yes,"ONLY AVBL FOR TFC
DEP LFMK via LFBBUBDX",H24,To facilitate connection with LFBB FRA,,,LFBBACC,14 APR 2022
LF5496,BALAN,BEBIX,145,195,Yes,"ONLY AVBL FOR TFC
DEP LFJR/OC/OD/OQ/OR/OT/RM via LFBBUBDX",H24,To facilitate connection with LFBB FRA,,Odd,LFBBACC,14 APR 2022
LF5479,GUSON,LARON,065,195,Yes,"ONLY AVBL FOR TFC
1. ARR LFLC
2. DEP LFLX/BI/BN",H24,To facilitate connection with LFBB FRA and LFBB FIR,,Odd,LFBBACC,14 APR 2022
EDLF5042,ERADI,IDARO,065,245,Yes,"ONLY AVBL FOR TFC
ARR EDDF/FH",H24,To offer shorter route options.,post-COVID,,EDGGACC,18 MAR 2022
EG50659,PEPIS,OCK,MEA,660,Yes,"COMPULSORY FOR TFC
DEP  EGLF
a. With ARR EGLD/LL/WU
b. Via KOBBI
c.  ARR EGSH with RFL above FL165
------
NOT AVBL FOR TFC
DEP EGLF 
ARR EGSH except with RFL above FL165",H24,"To ensure correct routeing within London TMA / EGLF positioning flights to EGLD, EGLL, EGWU and routes via M185 / M197
To ensure correct city pair routing between EGLF and EGSH",,,EG**ACC,25 APR 2022
EG50984,SOVAT,LESTA,275,660,Yes,"ONLY AVBL FOR TFC
with-rfl-above FL315 in eg",H24,Fuel efficient DCT for traffic cruising FL320+ in EG,,,EG**ACC,14 APR 2022
EG50985,LYD,BIDVA,MEA,660,Yes,"ONLY AVBL FOR TFC
dep EGKB / EGLC / EGMC
with rfl above FL200
via LELNA / LORKU",H24,Fuel efficient DCT for Thames Departures via LELNA or LORKU connecting to BIDVA DCT IBNID as an alternate to LYD M189 WAFFU Y8 SAM M195/N621/N866 LELNA/LORKU.,,,EG**ACC,14 APR 2022
EG50987,ROBEM,AGPED,245,660,Yes,"ONLY AVBL FOR TFC
ARR EGPF/EGPH/EGPK
via GOREV/NIVUN/PETIL/TINAC/VALBO/VAXIT",H24,"Fuel efficient DCT,  Alternative routeing to ROBEM UP16 NATEB Y96 AGPED.",,,EG**ACC,14 APR 2022
EG5288,GWC,BOGNA,MEA,660,Yes,"COMPULSORY FOR TFC
1. DEP FARNBOROUGH_GROUP, EGHO/TC/TE/TB/TR
Via XAMAB
2. DEP FARNBOROUGH_GROUP via XIDIL
------
ONLY AVBL FOR TFC
DEP EG**
------
NOT AVBL FOR TFC
DEP EGSS
Via XIDIL
------
NOT AVBL FOR TFC
DEP EGGW/SS/WU
Via SITET
------
NOT AVBL FOR TFC
DEP EGSS / EGSC
VIA XAMAB",H24,"To ensure traffic follows the correct routing after departure
To avoid conflict at GWC for overflying traffic",,,EG**ACC,14 APR 2022
GM5068,GALTO,SOLNA,285,460,Yes,,H24,To facilitate flightplanning,,ODD,GMMMCTA,21 FEB 2022
GM5069,MARJA,BAGBO,285,460,Yes,,"MON..THU 22:00..06:00 
FRI 22:00..MON 06:00",To facilitate flightplanning,,ODD,GMMMCTA,21 FEB 2022
GM5070,BAGBO,MARJA,285,460,Yes,,"MON..THU 22:00..06:00 
FRI 22:00..MON 06:00",To facilitate flightplanning,,EVEN,GMMMCTA,21 FEB 2022
GM5071,GALTO,FES,285,460,Yes,,"MON..THU 22:00..06:00 
FRI 22:00..MON 06:00",To facilitate flightplanning,,ODD,GMMMCTA,21 FEB 2022
GM5072,GALTO,ARIAM,285,460,Yes,,"MON..THU 22:00..06:00 
FRI 22:00..MON 06:00",To facilitate flightplanning,,ODD,GMMMCTA,21 FEB 2022
GM5073,ECHED,ADUBI,285,460,Yes,,H24,To facilitate flightplanning,,EVEN,GMMMCTA,21 FEB 2022
GM5074,SONSO,ADUBI,285,460,Yes,,H24,To facilitate flightplanning,,EVEN,GMMMCTA,21 FEB 2022
GM5075,BULIS,DOMOG,285,460,Yes,,H24,To facilitate flightplanning,,EVEN,GMMMCTA,21 FEB 2022
GM5076,DOMOG,BULIS,285,460,Yes,,H24,To facilitate flightplanning,,ODD,GMMMCTA,21 FEB 2022
GM5077,ECHED,DOMOG,285,460,Yes,,H24,To facilitate flightplanning,,EVEN,GMMMCTA,21 FEB 2022
GM5078,DOMOG,ECHED,285,460,Yes,,H24,To facilitate flightplanning,,ODD,GMMMCTA,21 FEB 2022
GM5079,SOLNA,ROLRO,285,460,Yes,,H24,To facilitate flightplanning,,EVEN,GMMMCTA,21 FEB 2022
GM5080,ROLRO,SOLNA,285,460,Yes,,H24,To facilitate flightplanning,,ODD,GMMMCTA,21 FEB 2022
GM5083,ECHED,DIDOV,285,460,Yes,,H24,To facilitate flightplanning,,EVEN,GMMMCTA,21 FEB 2022
GM5084,DIDOV,ECHED,285,460,Yes,,H24,To facilitate flightplanning,,ODD,GMMMCTA,21 FEB 2022
GM5085,ECHED,OJD,285,460,Yes,,"MON..THU 22:00..06:00 
FRI 22:00..MON 06:00",To facilitate flightplanning,,EVEN,GMMMCTA,21 FEB 2022
GM5086,OJD,ECHED,285,460,Yes,,"MON..THU 22:00..06:00 
FRI 22:00..MON 06:00",To facilitate flightplanning,,ODD,GMMMCTA,21 FEB 2022
GM5087,ECHED,BERUM,285,460,Yes,,"MON..THU 22:00..06:00 
FRI 22:00..MON 06:00",To facilitate flightplanning,,EVEN,GMMMCTA,21 FEB 2022
GM5088,BERUM,ECHED,285,460,Yes,,"MON..THU 22:00..06:00 
FRI 22:00..MON 06:00",To facilitate flightplanning,,ODD,GMMMCTA,21 FEB 2022
GM5089,BULIS,MABAP,285,460,Yes,,H24,To facilitate flightplanning,,EVEN,GMMMCTA,21 FEB 2022
GM5090,MABAP,BULIS,285,460,Yes,,H24,To facilitate flightplanning,,ODD,GMMMCTA,21 FEB 2022
GM5091,BERUM,ARIAM,285,460,Yes,,H24,To facilitate flightplanning,,ODD,GMMMCTA,21 FEB 2022
GM5092,ARIAM,BERUM,285,460,Yes,,H24,To facilitate flightplanning,,EVEN,GMMMCTA,21 FEB 2022
GM5093,BERUM,ERA,285,460,Yes,,"MON..THU 22:00..06:00 
FRI 22:00..MON 06:00",To facilitate flightplanning,,ODD,GMMMCTA,21 FEB 2022
GM5094,ERA,BERUM,285,460,Yes,,"MON..THU 22:00..06:00 
FRI 22:00..MON 06:00",To facilitate flightplanning,,EVEN,GMMMCTA,21 FEB 2022
GM5097,TAKAV,ROLRO,285,460,Yes,,06:00..22:00,To facilitate flightplanning,,ODD,GMACCTA,21 FEB 2022
GM5098,ROLRO,TAKAV,285,460,Yes,,06:00..22:00,To facilitate flightplanning,,EVEN,GMACCTA,21 FEB 2022
GM5081,ESS,ROLRO,145,460,Yes,,H24,To facilitate flightplanning,,EVEN,GMMMCTA,21 FEB 2022
GM5082,ROLRO,ESS,145,460,Yes,,H24,To facilitate flightplanning,,ODD,GMMMCTA,21 FEB 2022
GM5099,NIPRI,ROLRO,145,460,Yes,,06:00..22:00,To facilitate flightplanning,,ODD,GMACCTA,21 FEB 2022
GM5100,ROLRO,NIPRI,145,460,Yes,,06:00..22:00,To facilitate flightplanning,,EVEN,GMACCTA,21 FEB 2022
UK5229,BAMUD,INROG,275,660,No,,H24,To block DCT segment not covered by the IFPS Proximity Check,UKNESFRA,,UKLVACC,18 MAR 2022
UK5230,INROG,EROMO,275,660,No,,H24,To block DCT segment not covered by the IFPS Proximity Check,UKNESFRA,,UKLVACC,18 MAR 2022
UK5231,LONLA,EROMO,275,660,No,,H24,To block DCT segment not covered by the IFPS Proximity Check,UKNESFRA,,UKLVACC,18 MAR 2022
UK5232,LUGOL,EROMO,275,660,No,,H24,To block DCT segment not covered by the IFPS Proximity Check,UKNESFRA,,UKLVACC,18 MAR 2022
UK5233,GOTIX,LUGOL,275,660,No,,H24,To block DCT segment not covered by the IFPS Proximity Check,UKNESFRA,,UKLVACC,18 MAR 2022
EG50144,KATHY,ABSAV,MEA,660,Yes,"ONLY AVBL FOR TFC
1. ARR WESSEX_GROUP
2. ARR EGLF acft-eqpt NOT (D1, D2, D3, D4, O1, O2, O3, O4)",H24,To ensure standard arrival route is followed KATHY DCT ABSAV ABSAV1P,,,EG**ACC,25 APR 2022
EG50187,KUMIL,ABSAV,165,660,Yes,"ONLY AVBL FOR TFC
1. ARR WESSEX_GROUP
2. ARR EGLF acft-eqpt NOT (D1, D2, D3, D4, O1, O2, O3, O4)",H24,DCT from airway structure to airfields (WESSEX_GROUP) AND EGLF ABSAV1P,,,EG**ACC,25 APR 2022
EG50259,GIBSO,BILNI,165,660,Yes,"ONLY AVBL FOR TFC
1. ARR EGKR
2. ARR Wessex_Group EGLF
NON RNAV1 (equipage D1 D2 D3 D4 O1 O2 O3 or O4)",H24,"1. REDHILL ARRIVAL ROUTE
2. WESSEX_GROUP,  EGLF ARR ABSAV1P",,,EG**ACC,25 APR 2022
EG50260,BILNI,KUMIL,165,660,Yes,"ONLY AVBL FOR TFC
1. ARR EGKR
2. ARR Wessex_Group EGLF
Non RNAV1 (equippage D1 D2 D3 D4 O1 O2 O3 or O4)",H24,To enable traffic to file standard arrival route GIBSO DCT BILNI DCT KUMIL DCT ABSAV ,,,EG**ACC,25 APR 2022
EG50665,ELDAX,NOTGI,MEA,285,Yes,"ONLY AVBL FOR TFC
NON RNAV1 (equippage D1 D2 D3 D4 O1 O2 O3 or O4)
ARR WESSEX_GROUP, EGLF
VIA SUBIP",H24,To provide connectivity to the / NOTGI1P via SUBIP,,,EG**ACC,25 APR 2022
EG50126,WAFFU,NOTGI,MEA,165,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
Via WAFFU
1. DEP EGKB/LC/MC/MD/TO with ARR EGHH/HI/LF, WESSEX_GROUP
2. Via KONAN/RINTI with ARR  EGHH/HI/LF, WESSEX_GROUP",H24,"RNAV1  traffic shall FPL to join the ELDAX1S at the intermediate waypoint of NOTGI, RNAV5 traffic shall join the NOTGI1P",,,EG**ACC,25 APR 2022
GM5101,VARAS,TUSOR,MEA / MSA,460,Yes,"ONLY AVBL FOR TFC
ARR GMTT",H24,To facilitate flight planning ,,,GMMMCTA,03 MAR 2022
GM5102,TUSOR,MADOV,MEA / MSA,460,Yes,"ONLY AVBL FOR TFC
ARR GMTT",H24,To facilitate flight planning ,,,GMMMCTA,03 MAR 2022
GM5103,VARAS,VAGNO,MEA / MSA,460,Yes,"ONLY AVBL FOR TFC
ARR GMTT",H24,To facilitate flight planning ,,,GMMMCTA,03 MAR 2022
LF50181,URUNA,BTZ,MEA,195,Yes,"ONLY AVBL FOR TFC
via LFFRASW",H24,To facilitate connection with LFBB FRA,,EVEN,LFBBACC,14 APR 2022
LF50182,BTZ,URUNA,MEA,195,Yes,"ONLY AVBL FOR TFC
via LFFRASW",H24,To facilitate connection with LFBB FRA,,ODD,LFBBACC,14 APR 2022
EG50989,CROFT,MCT,MEA,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGBB/BE/NX
via CROFT",H24,To ensure correct arrival for RNAV5 traffic ,,,EG**ACC,14 APR 2022
EG50990,BEGAM,MCT,MEA,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGBB/BE/NX
via BEGAM",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG50992,MCT,VEGAR,105,245,Yes,"ONLY AVBL FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGBB/BE/NX
via: CROFT/BEGAM/POL/GOLES",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG50994,DESIG,MCT,MEA,285,Yes,"ONLY AVBL FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGBB/BE/NX
via: GOLES",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG50995,VEGAR,TNT,MEA,205,Yes,"ONLY AVBL FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGNX
via: CROFT/BEGAM/POL/GOLES/AMPIT/WAL",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG50996,TNT,DIPSO,MEA,205,Yes,"ONLY AVBL FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGNX
via: CROFT/BEGAM/POL/GOLES/AMPIT/WAL",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG50997,DIPSO,ROKUP,MEA,105,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGNX
via: CROFT/BEGAM/POL/GOLES/AMPIT/WAL",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG50998,LAKEY,ROSUN,MEA,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGCC
via: LAKEY",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG50999,SETEL,ROSUN,MEA,245,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGCC
via: SETEL/TILNI",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG51001,BEGAM,SETEL,MEA,245,Yes,"ONLY AVBL FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGCC
via: TILNI",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG51002,POL,BURNI,MEA,175,Yes,"ONLY AVBL FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGCC
via: GOLES",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG51003,BURNI,ROSUN,MEA,105,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGCC
via: GOLES",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG51004,LESTA,TNT,MEA,660,Yes,"ONLY AVBL FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGCC/GP",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG51005,TNT,NANTI,MEA,245,Yes,"ONLY AVBL FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGGP/EGNR",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG51006,NANTI,KEGUN,MEA,105,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGGP/EGNR
VIA TNT",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG51007,MOGLI,LESTA,MEA,660,Yes,"ONLY AVBL FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGCC/GP",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG51008,AMPIT,NOKIN,MEA,275,Yes,"ONLY AVBL FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGNX
via: AMPIT",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG51009,NOKIN,NUGRA,MEA,245,Yes,"ONLY AVBL FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGNX
via: AMPIT",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG51010,NUGRA,VEGAR,MEA,205,Yes,"ONLY AVBL FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGNX
via: AMPIT/WAL",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG51011,TNT,QUSHI,MEA,205,Yes,"ONLY AVBL FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGCC",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG51012,QUSHI,DAYNE,MEA,105,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGCC
via: ELVOS/LESTA/TNT",H24,To ensure correct arrival for RNAV5 traffic,,,EG**ACC,14 APR 2022
EG51016,MALUD,TIPOD,MEA,105,Yes,"ONLY AVBL FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGGP
via LIFFY",H24,to ensure RNAV5 connectivity,,,EG**ACC,14 APR 2022
EG51017,PENIL,RUGER,MEA,245,Yes,"ONLY AVBL FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGGP
via PENIL",H24,to ensure RNAV5 connectivity,,,EG**ACC,14 APR 2022
EG51018,RUGER,TIPOD,MEA,155,Yes,"ONLY AVBL FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGGP
via PENIL",H24,to ensure RNAV5 connectivity,,,EG**ACC,14 APR 2022
EG51020,WAL,BAROS,MEA,155,Yes,"ONLY AVBL FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGGP
via LAKEY/GASKO/POL/VEGUS/LIBSO",H24,To ensure RNAV5 connectivity,,,EG**ACC,14 APR 2022
EG51021,BAROS,TIPOD,MEA,105,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGGP
via LAKEY/GASKO/POL/VEGUS/LIBSO",H24,To ensure RNAV5 connectivity,,,EG**ACC,14 APR 2022
EG5098,DTY,SAPCO,075,660,Yes,"COMPULSORY FOR TFC
With RFL above FL075
DEP FARNBOROUGH_GROUP, EGHH/HI/HO/HR/TK
Via EMBOR/PEDIG/TNT
Except ARR MANCHESTER_GROUP
With RFL above FL105
------
NOT AVBL FOR TFC
With FL above FL195 in EGTTFIR/UIR
Except DEP EGHH/HI/HO/HR/KA/LJ/TC/TK/VN, FARNBOROUGH_GROUP",H24,To enable a shorter option to DTY instead of the longer option via BPK. Insufficient traffic to justify permanent controlled airspace.,,,EG**ACC,14 MAR 2022
EG51022,GIBSO,BEGTO,155,195,Yes,"ONLY AVBL FOR TFC
DEP EGDR/EGHQ/EGTE
WITH ARR EGKK",H24,DCT so allow flight planning of the route used tactically.,,,EG**ACC,14 APR 2022
EI5062,VATRY,DUB,075,245,Yes,"NOT AVBL FOR TFC
ARR DUBLIN GROUP",H24,To ensure correct route for traffic arriving Dublin Group,,,EIDWACC,18 MAR 2022
EI5063,DEXEN,ENDEQ,MEA,245,No,,H24,To ensure correct traffic orientation,,,EIDWACC,18 MAR 2022
EI5064,NIPIT,VENER,075,660,No,,H24,To ensure correct traffic orientation,,,EISNACC,18 MAR 2022
EI5065,NIPIT,RESNO,245,660,No,,H24,To ensure correct traffic orientation,,,EISNACC,18 MAR 2022
EI5066,NETKI,MOLAK,245,660,No,,H24,To ensure correct traffic orientation,,,EISNACC,18 MAR 2022
EI5067,NETKI,NIPIT,245,660,No,,H24,To ensure correct traffic orientation,,,EISNACC,18 MAR 2022
EI5068,MOLAK,ETARI,245,660,No,,H24,To ensure correct traffic orientation,,,EISNACC,18 MAR 2022
EI5069,MOLAK,RESNO,245,660,No,,H24,To ensure correct traffic orientation,,,EISNACC,18 MAR 2022
EI5070,MOLAK,VENER,245,660,No,,H24,To ensure correct traffic orientation,,,EISNACC,18 MAR 2022
EI5071,LIFFY,DEXEN,MEA,245,No,,H24,To ensure correct traffic orientation,,,EIDWACC,18 MAR 2022
EG50944,WAL,KEGUN,105,245,Yes,"ONLY AVBL FOR TFC
ARR EGNR",H24,To facilitate traffic ARR EGNR.,,,EG**ACC,14 APR 2022
LF50183,REPSI,PIMAK,MEA,195,Yes,"ONLY AVBL FOR TFC
DEP LFLS WITH ARR LFLC",H24,Airport connectivity,,EVEN,LFMMACC,14 APR 2022
LF50184,REPSI,MINDI,MEA,195,Yes,"ONLY AVBL FOR TFC
DEP LFLS",H24,Airport connectivity,,EVEN,LFMMACC,14 APR 2022
LF50185,YURZI,EPIXO,MEA,195,Yes,"ONLY AVBL FOR TFC
acft-type CV22/C130",H24,to offer connection from FRA to AWY,,EVEN,LFRRACC,14 APR 2022
LF50186,EPIXO,FUJTI,MEA,195,Yes,"ONLY AVBL FOR TFC
acft-type CV22/C130",H24,to offer connection from AWY to FRA,,ODD,LFRRACC,14 APR 2022
LF50187,GODAN,RIMON,MEA,195,Yes,,H24,to offer shorter connection,LFRS request,ODD,LFRRACC,14 APR 2022
LF50188,RODSA,ENOKI,MEA,195,Yes,,H24,to offer shorter connection,LFRS request,EVEN,LFRRACC,14 APR 2022
LZ5171,PEPIK,BERVA,125,245,Yes,"ONLY AVBL FOR TFC
DEP PRAGUE_GROUP WITH ARR LZIB",H24,LZIB - new ARR option from PRAGUE_GROUP,,ODD,LZBBACC,26 MAR 2022
EG5397,GIBSO,BIA,105,660,Yes,"ONLY AVBL FOR TFC
ARR EGHH",H24,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG5123,TRN,DEGOS,MEA,255,Yes,"NOT AVBL FOR TFC
DEP SCOTTISH_GROUP   (Except EGPH)",H24,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG50117,TIR,ETILO,MEA,255,Yes,"TBD
- General conditions apply",When EGD701A/EGD701AZ is active,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG50140,ODPEX,KUVOX,MEA,255,Yes,"ONLY AVBL FOR TFC
ARR SCOTTISH_GROUP",When EGD701C/EGD701CZ is active,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG50075,ODPEX,BELZU,MEA,255,Yes,"ONLY AVBL FOR TFC
ARR BELFAST_GROUP, DUBLIN_GROUP",H24,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG5411,NIPIT,BELZU,MEA,255,Yes,"ONLY AVBL FOR TFC
ARR BELFAST_GROUP",H24,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG5482,MIMKU,GOW,MEA,255,Yes,"NOT AVBL FOR TFC
ARR SCOTTISH_GROUP",H24,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG5499,MAC,KUVOX,MEA,255,Yes,"TBD
- General conditions apply",When EGD701C/EGD701CZ is active,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG50281,MAC,MIMKU,MEA,255,Yes,"NOT AVBL FOR TFC
DEP BELFAST_GROUP",H24,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG5464,LUTOV,GOW,MEA,255,Yes,"NOT AVBL FOR TFC
ARR SCOTTISH_GROUP",H24,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG5462,KUVOX,MAC,MEA,255,Yes,"TBD
- General conditions apply",When EGD701C/EGD701CZ is active,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG5459,KUGUR,GOW,MEA,255,Yes,"NOT AVBL FOR TFC
ARR SCOTTISH_GROUP",H24,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG5490,KUGUR,BELZU,MEA,255,Yes,"COMPULSORY FOR TFC
With RFL below FL255
1. ARR EGAA/AC via KUGUR 
2. ARR DUBLIN_GROUP via KUGUR then NIMAT",H24,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG50005,IBROD,TUXOS,MEA,255,Yes,"TBD
- General conditions apply",When EGD701J/EGD701JZ is active,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG5454,IBROD,GOW,MEA,255,Yes,"NOT AVBL FOR TFC
ARR SCOTTISH_GROUP",H24,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG5431,GINGA,TLA,105,255,Yes,"NOT AVBL FOR TFC
ARR SCOTTISH_GROUP",H24,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG50018,GINGA,GOW,MEA,255,Yes,"NOT AVBL FOR TFC
ARR SCOTTISH_GROUP",H24,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG5419,GINGA,BELZU,MEA,255,Yes,"COMPULSORY FOR TFC
With RFL below FL255
ARR DUBLIN_GROUP via GINGA then NIMAT",H24,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG50116,EVNAL,TIR,MEA,255,Yes,"TBD
- General conditions apply",When EGD701A/EGD701AZ is active,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG50067,ERNAN,MAC,MEA,255,Yes,"COMPULSORY FOR TFC
With RFL below FL255 in EG
Via ERNAN
ARR EGPF/PH/PK",H24,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG50045,DONIB,GOW,MEA,255,Yes,"TBD
- General conditions apply",When EGD701K/EGD701KZ is active,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG5154,DONIB,TLA,MEA,255,Yes,"TBD
- General conditions apply",When EGD701K/EGD701KZ is active,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG5106,BRUCE,KUVOX,MEA,255,Yes,"TBD
- General conditions apply",When EGD701C/EGD701CZ is active,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
EG50046,BLACA,BELZU,MEA,255,Yes,"ONLY AVBL FOR TFC
ARR BELFAST_GROUP",H24,To enable FDP compatible standard routeings and reflect operational procedures.,,,EG**ACC,14 APR 2022
