ID,AIP RSA ID,CACD RSA ID,"Traffic Flow Rule applied
during times and within vertical limits allocated at EAUP/EUUP","Affected ATS
route/s DCT/s",Categorisation,"Operational
Goal",Remarks,NAS/FAB,"Release
Date",Group ID,"Group
Description"
EFTSAJ19ZR,EFTSAJ19Z,EFTSAJ19Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAJ21ZR,EFTSAJ21Z,EFTSAJ21Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAJ22ZR,EFTSAJ22Z,EFTSAJ22Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAJ24ZR,EFTSAJ24Z,EFTSAJ24Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAJ25ZR,EFTSAJ25Z,EFTSAJ25Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAJ29ZR,EFTSAJ29Z,EFTSAJ29Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAJ30ZR,EFTSAJ30Z,EFTSAJ30Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAJ31ZR,EFTSAJ31Z,EFTSAJ31Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAJ32ZR,EFTSAJ32Z,EFTSAJ32Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAJ33ZR,EFTSAJ33Z,EFTSAJ33Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAJ34ZR,EFTSAJ34Z,EFTSAJ34Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAJ35ZR,EFTSAJ35Z,EFTSAJ35Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAK03ZR,EFTSAK03Z,EFTSAK03Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAK04ZR,EFTSAK04Z,EFTSAK04Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAK05ZR,EFTSAK05Z,EFTSAK05Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAL01ZR,EFTSAL01Z,EFTSAL01Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAL02ZR,EFTSAL02Z,EFTSAL02Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAL04ZR,EFTSAL04Z,EFTSAL04Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAL06ZR,EFTSAL06Z,EFTSAL06Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAL07ZR,EFTSAL07Z,EFTSAL07Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAM35ZR,EFTSAM35Z,EFTSAM35Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAM36ZR,EFTSAM36Z,EFTSAM36Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAM50ZR,EFTSAM50Z,EFTSAM50Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAM58ZR,EFTSAM58Z,EFTSAM58Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN10ZR,EFTSAN10Z,EFTSAN10Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN16ZR,EFTSAN16Z,EFTSAN16Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN19ZR,EFTSAN19Z,EFTSAN19Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN22ZR,EFTSAN22Z,EFTSAN22Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN23ZR,EFTSAN23Z,EFTSAN23Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN30ZR,EFTSAN30Z,EFTSAN30Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN31ZR,EFTSAN31Z,EFTSAN31Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN32ZR,EFTSAN32Z,EFTSAN32Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN33ZR,EFTSAN33Z,EFTSAN33Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN34ZR,EFTSAN34Z,EFTSAN34Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV01ZR,EFTSAV01Z,EFTSAV01Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV05ZR,EFTSAV05Z,EFTSAV05Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV16ZR,EFTSAV16Z,EFTSAV16Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV17ZR,EFTSAV17Z,EFTSAV17Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV25ZR,EFTSAV25Z,EFTSAV25Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV26ZR,EFTSAV26Z,EFTSAV26Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV31ZR,EFTSAV31Z,EFTSAV31Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV32ZR,EFTSAV32Z,EFTSAV32Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFD160NZR,EFD160NZ,EFD160NZ,NOT AVBL FOR TFC,All ATS routes / DCTs ,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTRAH21ZR,EFTRAH21Z,EFTRAH21Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTRAV27ZR,EFTRAV27Z,EFTRAV27Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAB03ZR,EFTSAB03Z,EFTSAB03Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAG06ZR,EFTSAG06Z,EFTSAG06Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAG07ZR,EFTSAG07Z,EFTSAG07Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAG21ZR,EFTSAG21Z,EFTSAG21Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAG31ZR,EFTSAG31Z,EFTSAG31Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAH01ZR,EFTSAH01Z,EFTSAH01Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAH02ZR,EFTSAH02Z,EFTSAH02Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAH03ZR,EFTSAH03Z,EFTSAH03Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAH05ZR,EFTSAH05Z,EFTSAH05Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAH06ZR,EFTSAH06Z,EFTSAH06Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAH07ZR,EFTSAH07Z,EFTSAH07Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAH08ZR,EFTSAH08Z,EFTSAH08Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAH10ZR,EFTSAH10Z,EFTSAH10Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAH12ZR,EFTSAH12Z,EFTSAH12Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAH13ZR,EFTSAH13Z,EFTSAH13Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAH44ZR,EFTSAH44Z,EFTSAH44Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAJ01ZR,EFTSAJ01Z,EFTSAJ01Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAJ17ZR,EFTSAJ17Z,EFTSAJ17Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAL03ZR,EFTSAL03Z,EFTSAL03Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAM61ZR,EFTSAM61Z,EFTSAM61Z,"NOT AVBL FOR TFC
All ATS routes / DCTs",All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAM62ZR,EFTSAM62Z,EFTSAM62Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN02ZR,EFTSAN02Z,EFTSAN02Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN06ZR,EFTSAN06Z,EFTSAN06Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN12ZR,EFTSAN12Z,EFTSAN12Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN14ZR,EFTSAN14Z,EFTSAN14Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN15ZR,EFTSAN15Z,EFTSAN15Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN20ZR,EFTSAN20Z,EFTSAN20Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN21ZR,EFTSAN21Z,EFTSAN21Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN26ZR,EFTSAN26Z,EFTSAN26Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN27ZR,EFTSAN27Z,EFTSAN27Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN28ZR,EFTSAN28Z,EFTSAN28Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN29ZR,EFTSAN29Z,EFTSAN29Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV02ZR,EFTSAV02Z,EFTSAV02Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV03ZR,EFTSAV03Z,EFTSAV03Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV04ZR,EFTSAV04Z,EFTSAV04Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV07ZR,EFTSAV07Z,EFTSAV07Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV10ZR,EFTSAV10Z,EFTSAV10Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV11ZR,EFTSAV11Z,EFTSAV11Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV12ZR,EFTSAV12Z,EFTSAV12Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV13ZR,EFTSAV13Z,EFTSAV13Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV14ZR,EFTSAV14Z,EFTSAV14Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV15ZR,EFTSAV15Z,EFTSAV15Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV18ZR,EFTSAV18Z,EFTSAV18Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV19ZR,EFTSAV19Z,EFTSAV19Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV20ZR,EFTSAV20Z,EFTSAV20Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV21ZR,EFTSAV21Z,EFTSAV21Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV22ZR,EFTSAV22Z,EFTSAV22Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV23ZR,EFTSAV23Z,EFTSAV23Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV29ZR,EFTSAV29Z,EFTSAV29Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV30ZR,EFTSAV30Z,EFTSAV30Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTRAV28ZR,EFTRAV28Z,EFTRAV28Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFD160SZR,EFD160SZ,EFD160SZ,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTRA00ZR,EFTRA00Z,EFTRA00Z,NOT AVBL FOR TFC,All ATS routes / DCTs ,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTRAV30ZR,EFTRAV30Z,EFTRAV30Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN36ZR,EFTSAN36Z,EFTSAN36Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAN37ZR,EFTSAN37Z,EFTSAN37Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV33ZR,EFTSAV33Z,EFTSAV33Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV34ZR,EFTSAV34Z,EFTSAV34Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV35ZR,EFTSAV35Z,EFTSAV35Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV36ZR,EFTSAV36Z,EFTSAV36Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAJ16ZR,EFTSAJ16Z,EFTSAJ16Z,"NOT AVBL FOR TFC
-",All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EFTSAV24ZR,EFTSAV24Z,EFTSAV24Z,"NOT AVBL FOR TFC
-",All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,13 SEP 2021,N/A Or Empty,N/A Or Empty
EGD712BR,EGD712B,EGD712B,NOT AVBL FOR TFC,UL619/UM86/L613/UN583,S,Traffic is not allowed to flight plan across active military area (NORTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD712CR,EGD712C,EGD712C,NOT AVBL FOR TFC,UL619/UM86/L613/UN583,S,Traffic is not allowed to flight plan across active military area (NORTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGTRASTERR,EGTRASTER,EGTRASTER,NOT AVBL FOR TFC,"L722/UM30/UN470/UN471/UN472/UN480/UN531/UN533/UN535/UN542/UN734/UN749/
N866/UP197/UP620/T7/T9/T16/T213",S,Traffic is not allowed to flight plan across active military area,,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD403BR,EGD403B,EGD403B,NOT AVBL FOR TFC,DRA,S,Traffic is not allowed to flight plan across active military area (LUCE BAY),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD406AR,EGD406A,EGD406A,NOT AVBL FOR TFC,DRA,S,Traffic is not allowed to flight plan across active military area (ESKMEALS),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD513CR,EGD513C,EGD513C,NOT AVBL FOR TFC,UM82/M90/M982/N96/P15/UP16/UP17/UP59/P58,S,Traffic is not allowed to flight plan across active military area (DRURIDGE BAY),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD138DR,EGD138D,EGD138D,NOT AVBL FOR TFC,L179/L610/M85,S,Traffic is not allowed to flight plan across active military area (SHOEBURYNESS),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD007CR,EGD007C,EGD007C,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (FOWEY),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD009BR,EGD009B,EGD009B,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (WEMBURY),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD323DR,EGD323D,EGD323D,NOT AVBL FOR TFC,M79/M981/N97/M982/N96/N610/M90/P5/UL975,S,Traffic is not allowed to flight plan across active military area (SOUTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD323BR,EGD323B,EGD323B,NOT AVBL FOR TFC,M90/N96/M982/N610/N97/M981/M79/P5,S,Traffic is not allowed to flight plan across active military area (SOUTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD323AR,EGD323A,EGD323A,NOT AVBL FOR TFC,"M981/M982/N97/N610/N96/
(M90 BETWEEN ROLUM - GIVEM 
& M79 BETWEEN TENDO TO NATEB ARE NEARBY AIRWAYS",S,Traffic is not allowed to flight plan across active military area (SOUTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD323CR,EGD323C,EGD323C,NOT AVBL FOR TFC,M79/M90/M981/M982/N96/N97/N610/P5/,S,Traffic is not allowed to flight plan across active military area (SOUTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD323ER,EGD323E,EGD323E,NOT AVBL FOR TFC,"M79/M981/N97/N610/M982/N96/P5/UM185/P144
(UL975 between LIBSO - GIGUL nearby Airway)",S,Traffic is not allowed to flight plan across active military area (SOUTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD323FR,EGD323F,EGD323F,NOT AVBL FOR TFC,M79/N97/M981/N610,S,Traffic is not allowed to flight plan across active military area (SOUTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD323HR,EGD323H,EGD323H,NOT AVBL FOR TFC,M79/M981 (M981 - NEARBY AIRWAY - 7NM FROM MOST NORTHERLY POINT),S,Traffic is not allowed to flight plan across active military area (SOUTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD323JR,EGD323J,EGD323J,NOT AVBL FOR TFC,"M79/ 
(L602 BETWEEN NALAX - ERKIT NEARBY AIRWAY)",S,Traffic is not allowed to flight plan across active military area (SOUTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
