ID,AIP RSA ID,CACD RSA ID,"Traffic Flow Rule applied
during times and within vertical limits allocated at EAUP/EUUP","Affected ATS
route/s DCT/s",Categorisation,"Operational
Goal",Remarks,NAS/FAB,"Release
Date",Group ID,"Group
Description"
EGD323KR,EGD323K,EGD323K,NOT AVBL FOR TFC,M79/UL975/L90/ (L602 NALAX - ERKIT NEARBY AIRWAY),S,Traffic is not allowed to flight plan across active military area (SOUTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD323LR,EGD323L,EGD323L,NOT AVBL FOR TFC,"M90/P58  
(N96 BETWEEN ROKAN - NEXUS NEARBY AIRWAY)",S,Traffic is not allowed to flight plan across active military area (SOUTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD323MR,EGD323M,EGD323M,NOT AVBL FOR TFC,M90/P58/P5,S,Traffic is not allowed to flight plan across active military area (SOUTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD323NR,EGD323N,EGD323N,NOT AVBL FOR TFC,"M90/P58 
(P5 BETWEEN ELNAB - CUTEL NEARBY AIRWAY)",S,Traffic is not allowed to flight plan across active military area (SOUTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD323PR,EGD323P,EGD323P,NOT AVBL FOR TFC,"UL975 
(P58 BETWEEN RODSI - GIVEM
M90 BETWEEN ROLUM - GIVEM 
& P1 BETWEEN GIGUL - RODSI 
ARE NEARBY AIRWAYS)",S,Traffic is not allowed to flight plan across active military area (SOUTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD323QR,EGD323Q,EGD323Q,NOT AVBL FOR TFC,"UP59/P5 
(P58 BETWEEN RODSI - GIVEM NEARBY AIRWAY)",S,Traffic is not allowed to flight plan across active military area (SOUTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD323RR,EGD323R,EGD323R,NOT AVBL FOR TFC,"UP59/P5 
(P58 BETWEEN RODSI - GIVEM NEARBY AIRWAY)",S,Traffic is not allowed to flight plan across active military area (SOUTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD138AR,EGD138A,EGD138A,NOT AVBL FOR TFC,L179/L610/,S,Traffic is not allowed to flight plan across active military area (SHOEBURYNESS),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD202DR,EGD202D,EGD202D,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (WEST WALES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD510BR,EGD510B,EGD510B,NOT AVBL FOR TFC,NIL,S,Traffic is not allowed to flight plan across active military area (SPADEADAM),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD510CR,EGD510C,EGD510C,NOT AVBL FOR TFC,NIL,S,Traffic is not allowed to flight plan across active military area (SPADEADAM),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701YR,EGD701Y,EGD701Y,NOT AVBL FOR TFC,DRA,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD201AR,EGD201A,EGD201A,NOT AVBL FOR TFC,M17,S,Traffic is not allowed to flight plan across active military area (ABERPORTH),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD037R,EGD037,EGD037,NOT AVBL FOR TFC,M184/UM184/N6/UN6/M185/UM185,S,Traffic is not allowed to flight plan across active military area (PORTSMOUTH),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD038R,EGD038,EGD038,NOT AVBL FOR TFC,M184/UM184/N6/UN6/M185/UM185,S,Traffic is not allowed to flight plan across active military area (PORTSMOUTH),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701AR,EGD701A,EGD701A,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701BR,EGD701B,EGD701B,NOT AVBL FOR TFC,DRA,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701CR,EGD701C,EGD701C,NOT AVBL FOR TFC,DRA,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701DR,EGD701D,EGD701D,NOT AVBL FOR TFC,DRA,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701ER,EGD701E,EGD701E,NOT AVBL FOR TFC,DRA,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701GR,EGD701G,EGD701G,NOT AVBL FOR TFC,DRA,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701HR,EGD701H,EGD701H,NOT AVBL FOR TFC,DRA,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701IR,EGD701I,EGD701I,NOT AVBL FOR TFC,DRA,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701JR,EGD701J,EGD701J,NOT AVBL FOR TFC,DRA,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701KR,EGD701K,EGD701K,NOT AVBL FOR TFC,DRA,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701LR,EGD701L,EGD701L,NOT AVBL FOR TFC,DRA,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD039R,EGD039,EGD039,NOT AVBL FOR TFC,M185/UM185,S,Traffic is not allowed to flight plan across active military area (PORTSMOUTH),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD405R,EGD405,EGD405,NOT AVBL FOR TFC,DRA,S,Traffic is not allowed to flight plan across active military area (KIRKCUDBRIGHT),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD406BR,EGD406B,EGD406B,NOT AVBL FOR TFC,DRA,S,Traffic is not allowed to flight plan across active military area (ESKMEALS),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD406CR,EGD406C,EGD406C,NOT AVBL FOR TFC,DRA,S,Traffic is not allowed to flight plan across active military area (ESKMEALS),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD323GR,EGD323G,EGD323G,NOT AVBL FOR TFC,M79/M981/N97/N610,S,Traffic is not allowed to flight plan across active military area (SOUTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD201CR,EGD201C,EGD201C,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (ABERPORTH),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD513AR,EGD513A,EGD513A,NOT AVBL FOR TFC,M982/P15/UP17,S,Traffic is not allowed to flight plan across active military area (DRURIDGE BAY),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701MR,EGD701M,EGD701M,NOT AVBL FOR TFC,N562,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD023R,EGD023,EGD023,NOT AVBL FOR TFC,N866/M195,S,Traffic is not allowed to flight plan across active military area (PORTLAND),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD510AR,EGD510A,EGD510A,NOT AVBL FOR TFC,NIL,S,Traffic is not allowed to flight plan across active military area (SPADEADAM),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD801R,EGD801,EGD801,NOT AVBL FOR TFC,NIL,S,Traffic is not allowed to flight plan across active military area (CAPE WRATH NORTH WEST),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD403AR,EGD403A,EGD403A,NOT AVBL FOR TFC,NIL,S,Traffic is not allowed to flight plan across active military area (LUCE BAY),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701NR,EGD701N,EGD701N,NOT AVBL FOR TFC,NOTA,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701OR,EGD701O,EGD701O,NOT AVBL FOR TFC,NOTA,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701RR,EGD701R,EGD701R,NOT AVBL FOR TFC,OCEANIC,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701SR,EGD701S,EGD701S,NOT AVBL FOR TFC,OCEANIC,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701TR,EGD701T,EGD701T,NOT AVBL FOR TFC,OCEANIC,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701UR,EGD701U,EGD701U,NOT AVBL FOR TFC,OCEANIC,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701VR,EGD701V,EGD701V,NOT AVBL FOR TFC,OCEANIC,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701WR,EGD701W,EGD701W,NOT AVBL FOR TFC,OCEANIC,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701PR,EGD701P,EGD701P,NOT AVBL FOR TFC,OCEANIC/NOTA,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701QR,EGD701Q,EGD701Q,NOT AVBL FOR TFC,OCEANIC/NOTA,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701XR,EGD701X,EGD701X,NOT AVBL FOR TFC,OCEANIC/NOTA,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD402AR,EGD402A,EGD402A,NOT AVBL FOR TFC,P600,S,Traffic is not allowed to flight plan across active military area (LUCE BAY),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD402BR,EGD402B,EGD402B,NOT AVBL FOR TFC,P600,S,Traffic is not allowed to flight plan across active military area (LUCE BAY),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD036R,EGD036,EGD036,NOT AVBL FOR TFC,P83/UP83/P87/UP87/P88/UP88/N867/UN867,S,Traffic is not allowed to flight plan across active military area (PORTSMOUTH),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD509R,EGD509,EGD509,NOT AVBL FOR TFC,DRA,S,Traffic is not allowed to flight plan across active military area (CAMPBELTOWN),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD203R,EGD203,EGD203,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (SENNYBRIDGE),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD803R,EGD803,EGD803,NOT AVBL FOR TFC,UL619,S,Traffic is not allowed to flight plan across active military area (GARVIE ISLAND),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD138CR,EGD138C,EGD138C,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (SHOEBURYNESS),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD802R,EGD802,EGD802,NOT AVBL FOR TFC,UL619,S,Traffic is not allowed to flight plan across active military area (CAPE WRATH SOUTH WEST),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD613AR,EGD613A,EGD613A,NOT AVBL FOR TFC,UL619 / M83 / UN581 / UN591,S,Traffic is not allowed to flight plan across active military area (CENTRAL MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD613BR,EGD613B,EGD613B,NOT AVBL FOR TFC,UL619 / M83 / UN581 / UN591,S,Traffic is not allowed to flight plan across active military area (CENTRAL MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD613CR,EGD613C,EGD613C,NOT AVBL FOR TFC,UL619 / M83 / UN591,S,Traffic is not allowed to flight plan across active military area (CENTRAL MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD613DR,EGD613D,EGD613D,NOT AVBL FOR TFC,UL619 / UM82 / M83 / UM89 / UN591,S,Traffic is not allowed to flight plan across active military area (CENTRAL MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD712DR,EGD712D,EGD712D,NOT AVBL FOR TFC,UL619/UM86/UN583,S,Traffic is not allowed to flight plan across active military area (NORTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD712AR,EGD712A,EGD712A,NOT AVBL FOR TFC,UL619/UN583,S,Traffic is not allowed to flight plan across active military area (NORTHERN MDA),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD138BR,EGD138B,EGD138B,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (SHOEBURYNESS),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD513BR,EGD513B,EGD513B,NOT AVBL FOR TFC,UM82/M90/M982/N96/P15/UP16/UP17/UP59/P58,S,Traffic is not allowed to flight plan across active military area (DRURIDGE BAY),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD809CR,EGD809C,EGD809C,NOT AVBL FOR TFC,UM86/UP60,S,Traffic is not allowed to flight plan across active military area (MORAY FIRTH CENTRAL),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD007BR,EGD007B,EGD007B,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (FOWEY),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD809SR,EGD809S,EGD809S,NOT AVBL FOR TFC,UN583,S,Traffic is not allowed to flight plan across active military area (MORAY FIRTH SOUTH),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD701FR,EGD701F,EGD701F,NOT AVBL FOR TFC,UN591/UN593/UP24/UP59,S,Traffic is not allowed to flight plan across active military area (HEBRIDES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD202AR,EGD202A,EGD202A,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (WEST WALES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD202BR,EGD202B,EGD202B,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (WEST WALES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD202CR,EGD202C,EGD202C,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (WEST WALES),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD809NR,EGD809N,EGD809N,NOT AVBL FOR TFC,UP60,S,Traffic is not allowed to flight plan across active military area (MORAY FIRTH NORTH),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD006AR,EGD006A,EGD006A,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (FALMOUTH BAY),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD007AR,EGD007A,EGD007A,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (FOWEY),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD017R,EGD017,EGD017,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (PORTLAND),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD040R,EGD040,EGD040,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (PORTSMOUTH),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD124R,EGD124,EGD124,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (LAVINGTON),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD125R,EGD125,EGD125,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (LARKHILL),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD128R,EGD128,EGD128,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (EVERLEIGH),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EGD201GR,EGD201G,EGD201G,NOT AVBL FOR TFC,M17/Q63,S,Traffic is not allowed to flight plan across active military area (ABERPORTH),,EG,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHR8AZR,EHR8AZ,EHR8AZ,"NOT AVBL FOR TFC
Except DEP EHLE via AMGOD",DCT (as  allowed by RAD APP4 or  MUAC FRA ) crossing this area,S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHTRA10AZR,EHTRA10AZ,EHTRA10AZ,NOT AVBL FOR TFC,"M90,  Z708, Z733
DCT (as  allowed by RAD APP4 or  MUAC FRA ) crossing this area",S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHR4EZR,EHR4EZ,EHR4EZ,NOT AVBL FOR TFC,DCT (as  allowed by RAD APP4 or  MUAC FRA ) crossing this area,S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHD01ZR,EHD01Z,EHD01Z,NOT AVBL FOR TFC,DCT (as  allowed by RAD APP4 or  MUAC FRA ) crossing this area,S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHD02ZR,EHD02Z,EHD02Z,NOT AVBL FOR TFC,DCT (as  allowed by RAD APP4 or  MUAC FRA ) crossing this area,S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHR4AZR,EHR4AZ,EHR4AZ,NOT AVBL FOR TFC,DCT (as  allowed by RAD APP4 or  MUAC FRA ) crossing this area,S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHD03ZR,EHD03Z,EHD03Z,NOT AVBL FOR TFC,DCT (as  allowed by RAD APP4 or  MUAC FRA ) crossing this area,S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHD04ZR,EHD04Z,EHD04Z,NOT AVBL FOR TFC,DCT (as  allowed by RAD APP4 or  MUAC FRA ) crossing this area,S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHD05ZR,EHD05Z,EHD05Z,NOT AVBL FOR TFC,DCT (as  allowed by RAD APP4 or  MUAC FRA ) crossing this area,S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHD06ZR,EHD06Z,EHD06Z,NOT AVBL FOR TFC,"L7,  M90, N610
DCT (as  allowed by RAD APP4 or  MUAC FRA ) crossing this area",S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHD07ZR,EHD07Z,EHD07Z,NOT AVBL FOR TFC,"Z733
DCT (as  allowed by RAD APP4 or  MUAC FRA ) crossing this area",S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHD08ZR,EHD08Z,EHD08Z,NOT AVBL FOR TFC,"Z708, Z733
DCT (as  allowed by RAD APP4 or MUAC FRA ) crossing this area",S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHD09ZR,EHD09Z,EHD09Z,NOT AVBL FOR TFC,"M90
DCT (as  allowed by RAD APP4 or  MUAC FRA ) crossing this area",S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHD41DZR,EHD41DZ,EHD41DZ,NOT AVBL FOR TFC,"M90
DCT (as  allowed by RAD APP4 or  MUAC FRA ) crossing this area",S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHD42ZR,EHD42Z,EHD42Z,"NOT AVBL FOR TFC
Except

eng-type Helicopter via
a. ASGOS KY609 ULPOM
b. ULPOM KY609 ASGOS
c. ASGOS KY609 TIREP KY680 XIPTA
d. XIPTA KY680 TIREP KY609 ASGOS
e. ASGOS KY609 TIREP KY680 UNORA KY607 XONLO
f. XONLO KY607 UNORA KY680 TIREP KY609 ASGOS
g. INVIT KY673 IVNUD
h. IVNUD KY673 INVIT
i. IVNUD KY674 XENEV KY606 UNATU
j. UNATU KY606 XENEV KY674 INVUD
k. ULPOM KY602 UNORA KY680 XIPTA
l. XIPTA KY680 UNORA KY602 ULPOM","KY601, KY602, KY607, KY608,  Z733
DCT (as  allowed by RAD APP4 or  MUAC FRA ) crossing this area",S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHTRA12AZR,EHTRA12AZ,EHTRA12AZ,"NOT AVBL FOR TFC
Except via 
1. DIBIR DCT NAVPI
2. TULIP DCT NOLRU
3. NAVPI DCT NOLRU
4. LAMSO DCT NOLRU
5. MILGI DCT RAVLO
6. MILGI DCT MIMVA
7. MILGI DCT NAVPI","N852, Z28
DCT (as  allowed by RAD APP4 or  MUAC FRA ) crossing this area.",S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHR3BR,EHR3B,EHR3B,NOT AVBL FOR TFC,DCT (as  allowed by RAD APP4 or  MUAC FRA ) crossing this area,S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHD018ZR,EHD018Z,EHD018Z,NOT AVBL FOR TFC,"L7, M90, N610,   Z708, Z733
DCT (as  allowed by RAD APP4 or  MUAC FRA ) crossing this area",S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHTSA1AR,EHTSA1A,EHTSA1A,"NOT AVBL FOR TFC
Except DEP/ARR EDLV","""EHEH SID VELNI 2J/3K AND VEROR 5J/6K EHEH STAR ROTEK 2E AND RUMER 1E DCTs""",S,"Traffic is not allowed to flight plan across active military area
",,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EHTRA12ZR,EHTRA12Z,EHTRA12Z,"NOT AVBL FOR TFC
Except via 
1. [VEBAK L179 SORAT / DIBIR L179 SORAT]
2. [SORAT L179 VEBAK / SORAT L179 DIBIR / DIBIR L179 VEBAK]
3. ROMIN L179 SORAT
4. PISAP T883 ROTEK
5. VELNI Y869 SUMOP
6. NETEX Z282 DIBIR
7. DIBIR Z282 NETEX
8. VEBAK Z283 NETEX
9. NETEX Z283 VEBAK
10. VEBAK Z334 MILGI
11. MILGI Z334 VEBAK
12. DIBIR T601 OKIDU
13. OKIDU T601 DIBIR
14. DIBIR DCT NAVPI
15. TULIP DCT NOLRU
16. NAVPI DCT NOLRU
17. LAMSO DCT NOLRU
18. MILGI DCT RAVLO
19. MILGI DCT MIMVA
20. MILGI DCT NAVPI
21. DEP/ARR EHEH/RD/LE
22. DEP EDDL via NETEX, MODRU","N852
DCT (as  allowed by RAD APP4 or  MUAC FRA ) crossing this area",S,Traffic is not allowed to flight plan across active military area,,EH,19 SEP 2021,N/A Or Empty,N/A Or Empty
EID5R,EID5,EID5,NOT AVBL FOR TFC,,S,To prevent flight planning through active area,,EI,19 SEP 2021,N/A Or Empty,N/A Or Empty
EID6R,EID6,EID6,NOT AVBL FOR TFC,,S,To prevent flight planning through active area,,EI,19 SEP 2021,N/A Or Empty,N/A Or Empty
EID13R,EID13,EID13,NOT AVBL FOR TFC,,S,"To prevent flight planning through active area
Refile via KOMAG/ORTOM/BIBLA/LILNO when EID13 is active",,EI,19 SEP 2021,N/A Or Empty,N/A Or Empty
EID14R,EID14,EID14,NOT AVBL FOR TFC,,S,To prevent flight planning through active area,,EI,19 SEP 2021,N/A Or Empty,N/A Or Empty
EID1R,EID1,EID1,"NOT AVBL FOR TFC
Except DEP/ARR EIDW/ME/WT",,S,"To prevent flight planning through active area
Refile via ASKUP/GIMRO/LAPMO/ULTAG when EID1 is active",,EI,19 SEP 2021,N/A Or Empty,N/A Or Empty
EKD302ZR,EKD302Z,EKD302Z,NOT AVBL FOR TFC,"L39, M609, N603, P602, P614, P990, P992, T138, T505, Z716",S,"Traffic is not allowed to flight plan across active FBZ
Nearby points: DANKO, OKMAM, EVAKI, KEMEG, LAGUM, AMSEV",,EK,19 SEP 2021,N/A Or Empty,N/A Or Empty
EKD302R,EKD302,EKD302,NOT AVBL FOR TFC,"L39, M609, N603, P602, P614, P990, P992, T138, T505, Z716",S,"Traffic is not allowed to flight plan across active military area
Nearby points: DANKO, OKMAM, EVAKI, KEMEG, LAGUM, AMSEV",,EK,19 SEP 2021,N/A Or Empty,N/A Or Empty
EKR34ZR,EKR34Z,EKR34Z,NOT AVBL FOR TFC,"L975, L983, M609, N607, N873, P601, P602, P613, P614, P619, P992, T56",S,"Traffic is not allowed to flight plan across active FBZ. Nearby points: DOREV, EPILO, MIKRO, RUVUD, NAVIK",,EK,19 SEP 2021,N/A Or Empty,N/A Or Empty
EKR34R,EKR34,EKR34,NOT AVBL FOR TFC,"L975, L983, M609, N607, N873, P601, P602, P613, P614, P619, P992, T56",S,"Traffic is not allowed to flight plan across active military area. Nearby points: DOREV, EPILO, MIKRO, RUVUD, NAVIK",,EK,19 SEP 2021,N/A Or Empty,N/A Or Empty
EKR32ZR,EKR32Z,EKR32Z,NOT AVBL FOR TFC,"L975, L983,  P613",S,"Traffic is not allowed to flight plan across active FBZ. Nearby points: DOREV, EPILO, MIKRO, RUVUD, NAVIK",,EK,19 SEP 2021,N/A Or Empty,N/A Or Empty
EKR32R,EKR32,EKR32,NOT AVBL FOR TFC,"L975, L983,  P613",S,"Traffic is not allowed to flight plan across active military area. Nearby points: DOREV, EPILO, MIKRO, RUVUD, NAVIK",,EK,19 SEP 2021,N/A Or Empty,N/A Or Empty
EKD301ZR,EKD301Z,EKD301Z,NOT AVBL FOR TFC,L975,S,"Traffic is not allowed to flight plan across active FBZ
 Nearby points: TUSKA, BAVTA, AMRAM, GOLUM, GREFI",,EK,19 SEP 2021,N/A Or Empty,N/A Or Empty
