Change Status,Point Type,FRA Point,FRA Point Latitude,FRA Point Longitude,FRA Name,FRA Status En-Route,FRA Status ARR/DEP,Arrival Airport(s),Departure Airport(s),FLOS,Level Availability,Time Availability,Airspace Location Indicators,Cross-Border FRA States,Remarks
,,RUVAT,N572555,E0234542,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EVRR,,
,,RUVUD,N553046,E0082545,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EKDK,,
,,RUXIN,N561655,W0120000,BOREALIS FRA,I,-,,,-,FL055 / UNL,H24,EGGX,,
,VORDME,RVK,N645015,E0110848,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,VORDME,SAB,N555427,W0021223,BOREALIS FRA,I,A,EGPF,,-,FL255 / FL660,H24,EGPX,,
,,SABAK,N581036,E0113834,BOREALIS FRA,I,AD,"ENGM,ENRY,ENTO","ENGM,ENRY,ENTO",-,FL285 / FL660,H24,ESAA,,
,,SAFEK,N620252,E0225742,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,SAKTA,N563432,E0251602,BOREALIS FRA,I,D,,"EVRA,EVGA",-,FL095 / FL660,H24,EVRR,,
,,SALCO,N494414,W0033146,BOREALIS FRA,X,-,,,ODD,FL245 / FL660,H24,EGTT,LFFF,
,,SALLO,N545500,E0132310,BOREALIS FRA,EX,D,,"EKCH,EKRK,ESMS",-,FL285 / FL660,H24,ESAA,EDUU,
,,SALLO,N545500,E0132310,BOREALIS FRA,I,D,,"EKCH,EKRK,ESMS",-,FL285 / FL660,H24,ESAA,EDUU,Only AVBL as Intermediate for traffic from/to ADs in DK-SE FAB
,,SAMON,N511921,W0072504,BOREALIS FRA,EX,-,,,-,FL055 / UNL,H24,EISN,EGTT,
,,SAMON,N511921,W0072504,BOREALIS FRA,I,-,,,-,FL245 / FL660,H24,EGTT,EISN,
,,SAWPE,N513505,W0013916,BOREALIS FRA,EX,-,,,-,FL245 / FL660,H24,EGTT,,
,VORDME,SDA,N701403,E0280413,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,SEGKA,N654312,E0121213,BOREALIS FRA,I,A,ENST,,-,FL135 / FL660,H24,ENOR,,
,,SELCO,N604631,E0092149,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,SEMMU,N524641,W0040222,BOREALIS FRA,I,-,,,-,FL245 / FL660,H24,EGTT,,
,,SEPJA,N672700,E0211300,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,SHIRI,N502447,W0034044,BOREALIS FRA,I,-,,,-,FL245 / FL660,H24,EGTT,,
,,SIDDI,N503107,W0035802,BOREALIS FRA,I,-,,,-,FL245 / FL660,H24,EGTT,,
,,SIDHO,N504539,W0031418,BOREALIS FRA,I,-,,,-,FL245 / FL660,H24,EGTT,,
,VORDME,SIG,N600054,E0093748,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,SIGGE,N612221,E0282529,BOREALIS FRA,I,AD,EFLP,EFLP,-,FL095 / FL660,H24,EFIN,,
,,SIMEG,N551500,E0133004,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,SIPRI,N605044,E0184506,BOREALIS FRA,I,A,"ESSA,ESSB",,-,FL285 / FL660,H24,ESAA,,
,,SIRIC,N512036,W0013359,BOREALIS FRA,X,-,,,-,FL245 / FL660,H24,EGTT,,
,,SIRMO,N684446,E0175630,BOREALIS FRA,I,A,ENDU,,-,FL135 / FL660,H24,ENOR,,
,,SIVNU,N693428,E0291416,BOREALIS FRA,EX,-,,,-,FL095 / FL135,H24,EFIN,ENOR,
,,SIVNU,N693428,E0291416,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,EFIN,ENOR,
,,SIVSU,N552819,E0091706,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EKDK,,
,NDB,SJA,N690941,E0174857,BOREALIS FRA,I,AD,ENTC,ENDU,-,FL135 / FL660,H24,ENOR,,
,VORDME,SKA,N643736,E0210446,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,VORDME,SKG,N683442,E0150206,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,TACAN,SKR,N551344,E0091251,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EKDK,,
,,SLANY,N520931,W0055032,BOREALIS FRA,I,-,,,-,FL055 / UNL,H24,EISN,EGTT,
,,SLANY,N520931,W0055032,BOREALIS FRA,I,-,,,-,FL245 / FL660,H24,EGTT,EISN,
,VORDME,SLU,N653225,E0220803,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,SMOKI,N574637,W0023556,BOREALIS FRA,I,AD,EGPA,EGPA,-,FL255 / FL660,H24,EGPX,,
,,SOBDU,N604627,E0071626,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,SOKVA,N575400,E0241758,BOREALIS FRA,I,AD,"EVRA,EVGA","EVRA,EVGA",-,FL095 / FL660,H24,EVRR,EETT,
,,SOLKA,N631951,E0120309,BOREALIS FRA,EX,D,,ENVA,-,FL135 / FL285,H24,ENOR,ESAA,
,,SOLKA,N631951,E0120309,BOREALIS FRA,I,D,,ENVA,-,FL285 / FL660,H24,ENOR,ESAA,
,,SOLKA,N631951,E0120309,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,ENOR,
,,SOMAX,N500000,W0150000,BOREALIS FRA,EX,-,,,-,FL055 / UNL,H24,EGGX,,
,,SOMUB,N632057,E0114818,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,SONAL,N545244,E0124649,BOREALIS FRA,EX,A,EKRK,,-,FL285 / FL660,H24,EKDK,EDUU,
,,SONAL,N545244,E0124649,BOREALIS FRA,I,A,EKRK,,-,FL285 / FL660,H24,EKDK,EDUU,Only AVBL as Intermediate for traffic from/to aerodromes in DK-SE FAB
,,SONIN,N655855,E0214822,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,SOPEB,N622803,E0241435,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,SOPLI,N641404,E0204426,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,SOPTO,N551820,E0050000,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EKDK,EGPX,
,,SOPTO,N551820,E0050000,BOREALIS FRA,X,-,,,-,FL255 / FL285,H24,EGPX,EKDK,
,,SOPTO,N551820,E0050000,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EGPX,EKDK,
,,SOPUN,N575039,E0205859,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EVRR,,
,,SORAV,N631725,E0094932,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,SORES,N563607,E0244929,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EVRR,,
,,SORPA,N593701,E0245049,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EETT,,
,,SOSAR,N610000,W0020000,BOREALIS FRA,EX,-,,,-,FL255 / FL660,H24,EGPX,BIRD,
,,SOSIM,N534856,W0043030,BOREALIS FRA,X,-,,,ODD,FL255 / FL660,H24,EGTT,,
,,SOSIP,N622611,E0273939,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,SOTIT,N681411,E0271140,BOREALIS FRA,I,AD,EFIV ,EFIV ,-,FL095 / FL660,H24,EFIN,,
,,SOTOP,N695945,E0212018,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,SOTUP,N601720,E0203726,BOREALIS FRA,I,AD,EFMA ,EFMA ,-,FL095 / FL660,H24,EFIN,,
,,SOVED,N560000,W0140000,BOREALIS FRA,I,-,,,-,FL055 / UNL,H24,EGGX,,
,,SOVEV,N671248,E0222116,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,SOVIX,N512539,W0083346,BOREALIS FRA,I,-,,,-,FL055 / UNL,H24,EISN,,
,,SOXIL,N701403,E0280413,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,SOXON,N585806,W0035222,BOREALIS FRA,I,-,,,-,FL255 / FL660,H24,EGPX,,
,,SOXOX,N700023,E0200000,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,SOZED,N691457,E0171007,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,VORDME,STD,N594714,E0052039,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,STETI,N681048,E0162251,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,NDB,STM,N661725,E0134608,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,VORDME,STN,N581225,W0061059,BOREALIS FRA,I,AD,"EGPE,EGPL,EGPU,EGEO,EGQS","EGPE,EGPL,EGPU,EGEO",-,FL255 / FL660,H24,EGPX,,
,VORDME,STO,N655738,E0122810,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,SUBUG,N624129,E0212229,BOREALIS FRA,I,AD,EFVA,EFVA,-,FL095 / FL660,H24,EFIN,,
,,SUGAV,N694134,E0200000,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,SULOB,N694442,E0142414,BOREALIS FRA,EX,-,,,-,FL135 / FL660,H24,ENOR,ENOB,
,,SULUN,N585818,E0240407,BOREALIS FRA,I,A,"EETN,EFHK",,-,FL095 / FL660,H24,EETT,,
,VORDME,SUM,N645720,E0174230,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,SUMIM,N575444,E0272910,BOREALIS FRA,I,AD,EETU,EETU,-,FL095 / FL660,H24,EETT,,
,,SUMIM,N575444,E0272910,BOREALIS FRA,EX,AD,EETU,EETU,EVEN/ODD,FL095 / FL660,H24,EETT,,
,VORDME,SUN,N623142,E0172655,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,SUNOT,N570000,W0150000,BOREALIS FRA,EX,-,,,-,FL055 / UNL,H24,EGGX,,
,VORDME,SUP,N553204,E0132247,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,SUPIT,N571957,W0070506,BOREALIS FRA,I,-,,,-,FL255 / FL660,H24,EGPX,,
,,SURAT,N555456,E0033000,BOREALIS FRA,I,-,,,-,FL255 / FL660,H24,EGPX,,
,,SURIR,N552544,E0082517,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EKDK,,
,,SUROX,N535948,W0065936,BOREALIS FRA,I,-,,,-,FL245 / UNL,H24,EISN,,
,,SUSIN,N700455,E0210854,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,SUSIS,N553617,W0002102,BOREALIS FRA,I,-,,,-,FL255 / FL660,H24,EGPX,,
,,SUTEB,N550000,E0052508,BOREALIS FRA,EX,-,,,-,FL285 / FL660,H24,EKDK,EHAA,
,,SUTEB,N550000,E0052508,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EKDK,EHAA,Only AVBL as Intermediate for traffic from/to aerodromes in DK-SE FAB
,,SUTEV,N643314,E0224416,BOREALIS FRA,EX,-,,,-,FL095 / FL285,H24,EFIN,ESAA,
,,SUTEV,N643314,E0224416,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EFIN,ESAA,
,,SUTEX,N524928,W0065549,BOREALIS FRA,I,-,,,-,FL245 / UNL,H24,EISN,,
,,SUTID,N701019,E0233635,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,SUVAN,N512500,W0123000,BOREALIS FRA,I,-,,,-,FL055 / UNL,H24,EISN,,
,,SUVAR,N610905,E0124310,BOREALIS FRA,EX,-,,,-,FL135 / FL285,H24,ENOR,ESAA,
,,SUVAR,N610905,E0124310,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ENOR,ESAA,
,,SUVAR,N610905,E0124310,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,ENOR,
,,SUVIB,N642555,E0250744,BOREALIS FRA,I,A,EFOU,,-,FL095 / FL660,H24,EFIN,,
,,SUVIX,N584126,E0223536,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EETT,,
,VORDME,SVA,N580504,E0075430,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TABEV,N660223,E0072628,BOREALIS FRA,EX,-,,,-,FL135 / FL660,H24,ENOR,ENOB,
,,TABEV,N660223,E0072628,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,ENOB,
,,TABUT,N593109,E0155501,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,TACQI,N510231,W0042847,BOREALIS FRA,I,-,,,-,FL245 / FL660,H24,EGTT,,
,,TADEX,N545124,W0081401,BOREALIS FRA,I,-,,,-,FL255 / FL660,H24,EISN,,
,,TADOX,N623151,E0222034,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,TAKAS,N490000,W0080000,BOREALIS FRA,EX,-,,,-,FL055 / FL245,H24,EGGX,EGTT,
,,TAKAS,N490000,W0080000,BOREALIS FRA,I,-,,,-,FL245 / UNL,H24,EGGX,EGTT,
,,TALIG,N493059,W0054804,BOREALIS FRA,EX,-,,,EVEN/ODD,FL245 / FL660,H24,EGTT,,
,,TALSA,N550625,E0094111,BOREALIS FRA,I,A,"EKCH,EKRK",,-,FL285 / FL660,H24,EKDK,,
,,TAMEL,N484343,W0102950,BOREALIS FRA,EX,-,,,-,FL055 / UNL,H24,EGGX,,
,VORDME,TEB,N593154,E0181212,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,TEDVU,N644321,E0054758,BOREALIS FRA,EX,-,,,-,FL135 / FL660,H24,ENOR,ENOB,
,,TEDVU,N644321,E0054758,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,ENOB,
,,TEGTU,N662738,E0120515,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TEKVA,N595905,E0124310,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,TELMO,N550317,E0140659,BOREALIS FRA,I,D,,"EKCH,EKRK,ESMS",-,FL285 / FL660,H24,ESAA,,
,,TEMBA,N701515,E0260000,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TEMLI,N564042,E0152302,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,TENSI,N570347,E0221820,BOREALIS FRA,I,AD,"EVRA,EVGA","EVRA,EVGA",-,FL095 / FL660,H24,EVRR,,
,,TERPA,N672150,E0204152,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,TESLU,N612658,E0093117,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TESPI,N555354,E0103152,BOREALIS FRA,I,A,EKCH,,-,FL285 / FL660,H24,EKDK,,
,,TESPO,N562016,E0171343,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,TETNI,N705503,E0211515,BOREALIS FRA,EX,-,,,-,FL135 / FL660,H24,ENOR,ENOB,
,,TEVMI,N661313,E0115035,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TEVNA,N585113,E0234022,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EETT,,
,,TEVRU,N604916,E0244929,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,TEWXI,N514838,W0020145,BOREALIS FRA,I,-,,,-,FL245 / FL660,H24,EGTT,,
,VORDME,TGA,N622742,E0105244,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TIBGA,N522326,W0052705,BOREALIS FRA,-,A,"EIDW,EIME,EIWT",,-,FL245 / FL660,H24,EGTT,,
,,TIBNO,N595440,E0081745,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TIBTI,N685535,E0165046,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TIDCO,N684800,E0151129,BOREALIS FRA,I,D,,ENSK,-,FL135 / FL660,H24,ENOR,,
,,TIDVU,N552441,E0133327,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,TIGBA,N625614,E0120731,BOREALIS FRA,EX,-,,,-,FL135 / FL285,H24,ENOR,ESAA,
,,TIGBA,N625614,E0120731,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ENOR,ESAA,
,,TIGWE,N514823,W0031258,BOREALIS FRA,I,D,,EGBB,-,FL245 / FL660,H24,EGTT,,
,,TIKCA,N512934,W0052701,BOREALIS FRA,I,-,,,-,FL245 / FL660,H24,EGTT,,
,,TILTE,N594440,E0085132,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TIMIX,N610752,E0062403,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TIMOB,N650411,E0210005,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,TIMUP,N552528,E0024830,BOREALIS FRA,EX,-,,,*,FL255 / FL660,H24,EGPX,,FRA (X): ODD FL
,,TINAC,N561503,E0050000,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EKDK,EGPX,
,,TINAC,N561503,E0050000,BOREALIS FRA,EX,-,,,-,FL255 / FL285,H24,EGPX,EKDK,
,,TINAC,N561503,E0050000,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EGPX,EKDK,
,,TINAN,N503960,W0032654,BOREALIS FRA,I,-,,,-,FL245 / FL660,H24,EGTT,,
,,TINIG,N600038,E0062102,BOREALIS FRA,I,D,,ENBR,-,FL135 / FL660,H24,ENOR,,
,,TINKA,N591219,E0161747,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,TINOS,N694730,E0261340,BOREALIS FRA,EX,-,,,-,FL095 / FL135,H24,EFIN,ENOR,
,,TINOS,N694730,E0261340,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,EFIN,ENOR,
,,TIPAN,N543554,E0042356,BOREALIS FRA,X,-,,,EVEN,FL255 / FL660,H24,EGTT,,
,,TIPAR,N620737,E0083151,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TIPEL,N671543,E0161948,BOREALIS FRA,EX,-,,,-,FL135 / FL285,H24,ENOR,ESAA,
,,TIPEL,N671543,E0161948,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ENOR,ESAA,
,,TIPIX,N585417,E0163127,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,TIPSO,N585655,E0081842,BOREALIS FRA,I,AD,ENCN ,ENCN ,-,FL135 / FL660,H24,ENOR,,
,,TIPUR,N523521,W0080731,BOREALIS FRA,I,-,,,-,FL055 / UNL,H24,EISN,,
,VORDME,TIR,N562936,W0065232,BOREALIS FRA,I,AD,"EGAE,EGEC,EGEO","EGAE,EGEC,EGEO",-,FL255 / FL660,H24,EGPX,,
,,TIRIN,N560402,E0204452,BOREALIS FRA,EX,-,,,-,FL095 / FL660,H24,EVRR,EYVL,
,,TISES,N691148,E0182735,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TISMO,N520805,W0080047,BOREALIS FRA,I,-,,,-,FL055 / UNL,H24,EISN,,
,,TITIV,N624134,E0274508,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,TITOT,N681644,E0170858,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TITOV,N581722,E0272234,BOREALIS FRA,X,-,,,-,FL095 / FL660,H24,EETT,,
,,TITUX,N590230,E0090000,BOREALIS FRA,I,D,,"ENRY,ENTO",-,FL135 / FL660,H24,ENOR,,
,,TIVER,N504833,W0032526,BOREALIS FRA,-,D,,EGBJ,-,FL245 / FL660,H24,EGTT,,
,,TIXOR,N652013,E0151301,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,TIXTE,N574816,E0272206,BOREALIS FRA,EX,-,,,EVEN/ODD,FL095 / FL660,H24,EETT,,FRA (E) via NOTAR. FRA (E) even FLFRA (X) via NOTAR FRA (X) odd FL
,VORDME,TLA,N552957,W0032110,BOREALIS FRA,EX,AD,"EGNT,EGNV","EGNT,EGNV",*,FL255 / FL660,H24,EGPX,,FRA (X): ODD FL
,VORDME,TNO,N554627,E0112621,BOREALIS FRA,I,A,"EKCH,EKRK",,-,FL285 / FL660,H24,EKDK,,
,,TOBIT,N620000,E0095557,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TOBMO,N564538,W0062811,BOREALIS FRA,-,AD,"EGPI,EGPO,EGEC","EGPI,EGPO,EGEC",-,FL255 / FL660,H24,EGPX,,
,,TOBOR,N523000,W0150000,BOREALIS FRA,EX,-,,,-,FL055 / UNL,H24,EISN,EGGX,
,,TOBRU,N632209,E0081453,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TODNA,N580012,E0213309,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EVRR,EETT,
,,TOGMI,N614543,E0193225,BOREALIS FRA,EX,-,,,-,FL095 / FL285,H24,EFIN,ESAA,
,,TOGMI,N614543,E0193225,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EFIN,ESAA,
,,TOHAT,N611944,E0225440,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,TOJAQ,N502860,W0033956,BOREALIS FRA,I,A,"EGFF,EGGD,EGBJ",,-,FL245 / FL660,H24,EGTT,,
,,TOKLA,N700417,E0301615,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TOKSI,N570920,E0135440,BOREALIS FRA,I,AD,"EKCH,EKRK,ESMT,ESTA","ESCF,ESKN,ESSL,ESSP",-,FL285 / FL660,H24,ESAA,,
,,TOLBI,N565504,E0211827,BOREALIS FRA,I,D,,EVLA,-,FL095 / FL660,H24,EVRR,,
,,TOMBU,N591346,E0193404,BOREALIS FRA,I,AD,ESSA,ESSA,-,FL285 / FL660,H24,ESAA,,
,,TOMGU,N554709,E0090747,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EKDK,,
,,TOMTO,N525225,W0080905,BOREALIS FRA,I,-,,,-,FL055 / UNL,H24,EISN,,
,,TONQU,N502309,W0031845,BOREALIS FRA,I,AD,"EGJJ,EGJB","EGFF,EGGD",ODD,FL245 / FL660,H24,EGTT,,
,,TONSA,N583633,E0163113,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,TOPLA,N570809,E0122020,BOREALIS FRA,I,AD,"EKCH,EKRK,ESMS",ESGG,-,FL285 / FL660,H24,ESAA,,
,,TOPLO,N712000,E0272107,BOREALIS FRA,EX,-,,,-,FL135 / FL660,H24,ENOR,ENOB,
,,TOPTI,N692829,E0182904,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,VORDME,TOR,N591009,E0101533,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TORLU,N525916,W0073459,BOREALIS FRA,I,-,,,-,FL055 / UNL,H24,EISN,,
,,TORMO,N640500,E0120000,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TORVA,N592445,E0161243,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,TOTKO,N620000,E0085601,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TOVRI,N594459,E0184601,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,DME,TRN,N551848,W0044702,BOREALIS FRA,I,AD,"EGAA,EGAC,EGAE,EGNS,EGPN,EGPT,EGQL","EGAA,EGAC,EGAE,EGNS,EGPH",-,FL255 / FL660,H24,EGPX,,
,VORDME,TRO,N694210,E0185948,BOREALIS FRA,I,A,ENDU,,-,FL135 / FL660,H24,ENOR,,
,VORDME,TRS,N585617,E0173008,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,TUBNU,N691049,E0160105,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TUDGI,N640849,E0184044,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,TUDLO,N551633,E0103852,BOREALIS FRA,I,A,ESMS,,-,FL285 / FL660,H24,EKDK,,
,,TUGPU,N671726,E0252004,BOREALIS FRA,I,D,,EFKT,-,FL095 / FL660,H24,EFIN,,
,,TUGSI,N540000,W0071100,BOREALIS FRA,I,-,,,-,FL055 / UNL,H24,EISN,,
,,TUKMA,N584419,E0270829,BOREALIS FRA,X,-,,,-,FL095 / FL660,H24,EETT,,
,,TUKMU,N580949,E0074859,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TULDA,N691437,E0185803,BOREALIS FRA,I,A,ENDU,,-,FL135 / FL660,H24,ENOR,,
,,TULTA,N483437,W0080000,BOREALIS FRA,EX,-,,,-,FL055 / UNL,H24,EGGX,LFFF,
,,TUMGU,N595328,E0120112,BOREALIS FRA,EX,-,,,-,FL135 / FL285,H24,ENOR,ESAA,
,,TUMGU,N595328,E0120112,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ENOR,ESAA,
,,TUMIM,N614332,E0055532,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TUNOV,N621632,E0270259,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,TUNSI,N582235,E0250433,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EETT,,
,,TUPEM,N535017,W0032855,BOREALIS FRA,E,-,,,-,FL255 / FL660,H24,EGTT,,
,,TURER,N630737,E0082126,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TURLU,N500435,W0080000,BOREALIS FRA,EX,-,,,-,FL055 / UNL,H24,EGGX,EGTT,
,,TUSAS,N562846,E0251018,BOREALIS FRA,I,AD,"EVRA,EVGA","EVRA,EVGA",-,FL095 / FL660,H24,EVRR,,
,,TUSBI,N610405,E0261823,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,TUSKA,N550000,E0075234,BOREALIS FRA,EX,-,,,-,FL285 / FL660,H24,EKDK,EDVV,
,,TUSKA,N550000,E0075234,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EKDK,EDVV,Only AVBL as Intermediate for traffic from/to aerodromes in DK-SE FAB
,,TUSNI,N591946,E0164903,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,TUSRU,N590048,E0061600,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TUTBI,N620000,E0103851,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TUTEG,N622836,E0055323,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TUTOP,N620000,E0052712,BOREALIS FRA,I,D,,"ENAL,ENML,ENKB",-,FL135 / FL660,H24,ENOR,,
,,TUTVA,N583549,E0231543,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EETT,,
,,TUVEN,N510000,W0081500,BOREALIS FRA,I,-,,,-,FL055 / UNL,H24,EISN,EGGX,
,,TUVLA,N675040,E0125333,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TUVLU,N674126,E0232943,BOREALIS FRA,EX,-,,,-,FL095 / FL285,H24,EFIN,ESAA,
,,TUVLU,N674126,E0232943,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EFIN,ESAA,
