Change Status,Point Type,FRA Point,FRA Point Latitude,FRA Point Longitude,FRA Name,FRA Status En-Route,FRA Status ARR/DEP,Arrival Airport(s),Departure Airport(s),FLOS,Level Availability,Time Availability,Airspace Location Indicators,Cross-Border FRA States,Remarks
,,TUVUN,N690415,E0154913,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TUXIL,N592410,E0052701,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TUXOS,N555824,W0073135,BOREALIS FRA,I,-,,,-,FL255 / FL660,H24,EGPX,,
,,TUXOT,N635839,E0121917,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,TUXUV,N590423,E0261116,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EETT,,
,,UBABA,N680402,E0151337,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,UBEDA,N582519,E0081057,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,UBELO,N701316,E0212319,BOREALIS FRA,I,AD,ENHF,ENHF,-,FL135 / FL660,H24,ENOR,,
,,UBESI,N685730,E0194018,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,UBIGA,N642305,E0264818,BOREALIS FRA,I,AD,EFKI,EFKI,-,FL095 / FL660,H24,EFIN,,
,,UBIMO,N693321,E0185546,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,UDAGA,N634044,E0045935,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,UDANU,N683506,E0142732,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,UDSAM,N700102,E0215527,BOREALIS FRA,I,A,ENAT,,-,FL135 / FL660,H24,ENOR,,
,,UDVIM,N615542,E0271413,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,UFGUG,N613912,E0075907,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,UGLUM,N632455,E0273827,BOREALIS FRA,I,AD,EFKU,EFKU,-,FL095 / FL660,H24,EFIN,,
,,UGMAL,N655736,E0120837,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,UGMEV,N675533,E0125834,BOREALIS FRA,I,D,,"ENLK,ENSH",-,FL135 / FL660,H24,ENOR,,
,,UGMIX,N690635,E0202743,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,UGMOR,N643940,E0260830,BOREALIS FRA,I,AD,EFOU,EFOU,-,FL095 / FL660,H24,EFIN,,
,,ULGEG,N635145,E0232031,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,ULGIT,N684349,E0150702,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,ULKOX,N583121,E0264821,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EETT,,
,,ULLAP,N575400,W0051009,BOREALIS FRA,I,D,,EGQS,-,FL255 / FL660,H24,EGPX,,
,,ULMUG,N591117,E0093413,BOREALIS FRA,I,A,"ENRY,ENTO",,-,FL135 / FL660,H24,ENOR,,
,,ULNIK,N692321,E0175907,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,ULROM,N662806,E0252813,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,ULTAG,N534201,W0064417,BOREALIS FRA,I,-,,,-,FL245 / UNL,H24,EISN,,
,,ULTIR,N601514,E0251213,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,ULTIV,N694854,E0174019,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,ULTSI,N603259,E0251727,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,ULTUL,N654539,E0120852,BOREALIS FRA,I,A,ENBN,,-,FL135 / FL660,H24,ENOR,,
,,ULVAN,N602451,E0070645,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,ULVED,N615553,E0284047,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,ULVIR,N613945,E0081920,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,ULVOS,N593309,E0063927,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,UMBOR,N631412,E0041359,BOREALIS FRA,EX,-,,,-,FL135 / FL660,H24,ENOR,ENOB,
,VORDME,UME,N634719,E0201707,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,UMIXA,N570924,E0134302,BOREALIS FRA,I,D,,"ESCF,ESKN,ESSL,ESSP",-,FL285 / FL660,H24,ESAA,,
,,UMKIP,N631905,E0064811,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,UMLAX,N610000,E0170411,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,UMLIR,N671803,E0124210,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,UMSAK,N612528,E0142301,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,UMSEG,N692356,E0190120,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,UMSES,N610613,E0220911,BOREALIS FRA,I,D,,EFPO,-,FL095 / FL660,H24,EFIN,,
,,UMSOM,N631955,E0200221,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,UMTED,N704645,E0201006,BOREALIS FRA,EX,-,,,-,FL135 / FL660,H24,ENOR,ENOB,
,,UMTON,N583242,E0142020,BOREALIS FRA,I,AD,ESSB,ESGG,-,FL285 / FL660,H24,ESAA,,
,,UMUGI,N600214,E0224141,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,UMUME,N592042,E0092215,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,UNBEG,N524818,W0094348,BOREALIS FRA,I,-,,,-,FL055 / UNL,H24,EISN,,
,,UNBUD,N580746,E0051029,BOREALIS FRA,I,A,ENZV,,-,FL135 / FL660,H24,ENOR,,
,,UNFIT,N512520,W0041857,BOREALIS FRA,I,-,,,-,FL245 / FL660,H24,EGTT,,
,,UNGAV,N545500,E0135941,BOREALIS FRA,EX,-,,,-,FL285 / FL660,H24,ESAA,EDUU,
,,UNGAV,N545500,E0135941,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,EDUU,Only AVBL as Intermediate for traffic from/to ADs in DK-SE FAB
,,UNKAS,N645309,E0201910,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,UNLID,N511233,W0104329,BOREALIS FRA,I,-,,,-,FL055 / UNL,H24,EISN,,
,,UNSOR,N684923,E0152427,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,UNVUG,N575700,E0102300,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EKDK,,
,,UNZIB,N512930,W0015921,BOREALIS FRA,I,-,,,-,FL245 / FL660,H24,EGTT,,
,,UPAPU,N601106,E0223334,BOREALIS FRA,I,AD,EFTU,EFTU,-,FL095 / FL660,H24,EFIN,,
,,UPCAB,N505348,W0061902,BOREALIS FRA,I,-,,,-,FL245 / FL660,H24,EGTT,,
,,UPCUM,N664448,E0211921,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,UPDER,N601840,E0051244,BOREALIS FRA,-,A,ENZV,,-,FL135 / FL660,H24,ENOR,,
,,UPEDU,N651753,E0252908,BOREALIS FRA,I,AD,EFOU,EFOU,-,FL095 / FL660,H24,EFIN,,
,,UPEVA,N663714,E0173644,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,UPGAS,N551441,E0050000,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EKDK,EGPX,
,,UPGAS,N551441,E0050000,BOREALIS FRA,E,-,,,-,FL255 / FL285,H24,EGPX,EKDK,
,,UPGAS,N551441,E0050000,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EGPX,EKDK,
,,UPGET,N563935,W0020050,BOREALIS FRA,I,-,,,-,FL255 / FL660,H24,EGPX,,
,,UPLEV,N590606,E0065158,BOREALIS FRA,I,D,,ENZV,-,FL135 / FL660,H24,ENOR,,
,,UPMAD,N660100,E0175700,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,UPNAL,N552517,E0022451,BOREALIS FRA,E,-,,,-,FL255 / FL660,H24,EGPX,,
,,UPODO,N631812,E0100302,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,UPUGU,N680809,E0144843,BOREALIS FRA,I,D,,ENSK,-,FL135 / FL660,H24,ENOR,,
,,URABE,N592220,E0085127,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,URARU,N614555,E0081110,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,URIDO,N561649,E0243059,BOREALIS FRA,EX,-,,,-,FL095 / FL660,H24,EVRR,EYVL,
,,URUBO,N565400,E0073400,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EKDK,,
,,URUDO,N674442,E0101818,BOREALIS FRA,EX,-,,,-,FL135 / FL660,H24,ENOR,ENOB,
,,URUXA,N680221,E0155000,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,USIKI,N661527,E0152342,BOREALIS FRA,EX,-,,,-,FL135 / FL285,H24,ENOR,ESAA,
,,USIKI,N661527,E0152342,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ENOR,ESAA,
,,USITU,N595131,E0212157,BOREALIS FRA,I,D,,EFHK,-,FL095 / FL660,H24,EFIN,,
,,USSAF,N594232,E0083711,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,USUPO,N613645,E0250056,BOREALIS FRA,I,AD,"EFHA,EFHK","EFHA,EFHK",-,FL095 / FL660,H24,EFIN,,
,,UTOGI,N580452,E0074354,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,UTRUF,N610246,E0092030,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,UTUNA,N624958,E0104213,BOREALIS FRA,I,AD,ENOL,"ENVA,ENOL",-,FL135 / FL660,H24,ENOR,,
,,UVATI,N632329,E0211204,BOREALIS FRA,I,AD,EFVA,EFVA,-,FL095 / FL660,H24,EFIN,,
,,UVEMO,N610533,E0235058,BOREALIS FRA,I,AD,EFTP,EFTP,-,FL095 / FL660,H24,EFIN,,
,,UVEPI,N632413,E0091227,BOREALIS FRA,I,D,,ENOL,-,FL135 / FL660,H24,ENOR,,
,,UVMOK,N684810,E0250953,BOREALIS FRA,EX,-,,,-,FL095 / FL135,H24,EFIN,ENOR,
,,UVMOK,N684810,E0250953,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,EFIN,ENOR,
,,UVOPA,N604625,E0222611,BOREALIS FRA,I,AD,EFTU,EFTU,-,FL095 / FL660,H24,EFIN,,
,,UVOVO,N622257,E0292401,BOREALIS FRA,I,AD,EFJO,EFJO,-,FL095 / FL660,H24,EFIN,,
,,UVPOK,N535940,W0041235,BOREALIS FRA,-,A,EGAA,,-,FL255 / FL660,H24,EGTT,,
,,UXADA,N605100,E0223648,BOREALIS FRA,I,AD,EFHK,EFHK,-,FL095 / FL660,H24,EFIN,,
,,UXEGA,N612803,E0265633,BOREALIS FRA,I,AD,EFMI,EFMI,-,FL095 / FL660,H24,EFIN,,
,,UXETI,N600828,E0195452,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,VABOT,N644426,E0125551,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,VABRU,N650351,E0131322,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,VABUB,N623621,E0223240,BOREALIS FRA,I,AD,EFSI,EFSI,-,FL095 / FL660,H24,EFIN,,
,,VADIN,N570816,E0113838,BOREALIS FRA,I,D,,ESGG,-,FL285 / FL660,H24,EKDK,ESAA,
,,VADLA,N694506,E0284743,BOREALIS FRA,EX,-,,,-,FL095 / FL135,H24,EFIN,ENOR,
,,VADLA,N694506,E0284743,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,EFIN,ENOR,
,,VADNO,N572711,W0033738,BOREALIS FRA,I,AD,EGPC,EGPC,-,FL255 / FL660,H24,EGPX,,
,,VAGAS,N672057,E0200908,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,VAGVO,N561459,E0191706,BOREALIS FRA,EX,-,,,-,FL095 / FL660,H24,EVRR,EYVL,
,,VAKOL,N634508,E0080350,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,VALAK,N632507,E0203427,BOREALIS FRA,EX,-,,,-,FL095 / FL285,H24,EFIN,ESAA,
,,VALAK,N632507,E0203427,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EFIN,ESAA,
,,VALBO,N550744,E0050000,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EKDK,EGPX,
,,VALBO,N550744,E0050000,BOREALIS FRA,EX,-,,,-,FL255 / FL285,H24,EGPX,EKDK,
,,VALBO,N550744,E0050000,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EGPX,EKDK,
,,VALDI,N611252,E0000000,BOREALIS FRA,EX,-,,,-,FL135 / FL660,H24,ENOR,BIRD,
,,VALED,N564311,E0222743,BOREALIS FRA,I,D,,"EVRA,EVGA",-,FL095 / FL660,H24,EVRR,,
,,VALGA,N575114,E0255458,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EVRR,EETT,
,,VALOX,N594354,E0240820,BOREALIS FRA,I,D,,EFHK,-,FL095 / FL285,H24,EFIN,EETT,
,,VALOX,N594354,E0240820,BOREALIS FRA,I,D,,EFHK,-,FL095 / FL660,H24,EFIN,EETT,
,,VAMOL,N623716,E0082600,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,VAMTO,N611728,E0094212,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,VANAG,N573301,E0244333,BOREALIS FRA,I,AD,"EVRA,EVGA","EVRA,EVGA",-,FL095 / FL660,H24,EVRR,,
,,VANAT,N630409,E0100215,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,VANOS,N692519,E0300140,BOREALIS FRA,EX,-,,,-,FL135 / FL660,H24,ENOR,ULMM,
,,VAPAL,N515243,W0074918,BOREALIS FRA,I,-,,,-,FL055 / UNL,H24,EISN,,
,,VARID,N701532,E0313235,BOREALIS FRA,EX,-,,,-,FL135 / FL660,H24,ENOR,,
,,VARUS,N562907,E0195426,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EVRR,,
,,VASUG,N584747,E0091940,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,VATAX,N702620,E0174425,BOREALIS FRA,EX,-,,,-,FL135 / FL660,H24,ENOR,ENOB,
,,VATEB,N604056,E0070741,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,VATEX,N591903,E0114914,BOREALIS FRA,EX,AD,"ENTO,ENRY","ENTO,ENRY",-,FL135 / FL285,H24,ENOR,ESAA,
,,VATEX,N591903,E0114914,BOREALIS FRA,EX,AD,"ENTO,ENRY ","ENTO,ENRY ",-,FL135 / FL285,H24,ENOR,ESAA,
,,VATEX,N591903,E0114914,BOREALIS FRA,I,AD,"ENTO,ENRY ","ENTO,ENRY ",-,FL285 / FL660,H24,ENOR,ESAA,
,,VATEX,N591903,E0114914,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,ENOR,
,,VATRY,N523316,W0053000,BOREALIS FRA,I,-,,,-,FL245 / UNL,H24,EISN,EGTT,
,,VATRY,N523316,W0053000,BOREALIS FRA,I,-,,,-,FL245 / FL660,H24,EGTT,EISN,
,,VAVED,N615040,E0264339,BOREALIS FRA,I,AD,EFMI,EFMI,-,FL095 / FL660,H24,EFIN,,
,,VAVET,N583846,E0084414,BOREALIS FRA,I,D,,ENCN,-,FL135 / FL660,H24,ENOR,,
,,VAXIT,N563215,E0050000,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EKDK,EGPX,
,,VAXIT,N563215,E0050000,BOREALIS FRA,EX,-,,,-,FL255 / FL285,H24,EGPX,EKDK,
,,VAXIT,N563215,E0050000,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EGPX,EKDK,
,,VAXUN,N635903,E0234218,BOREALIS FRA,I,AD,EFKK,EFKK,-,FL095 / FL660,H24,EFIN,,
,,VEDAR,N563154,E0120725,BOREALIS FRA,I,D,,"EKCH,EKRK",-,FL285 / FL660,H24,EKDK,ESAA,
,,VEDEN,N563154,E0185236,BOREALIS FRA,EX,-,,,-,FL095 / FL285,H24,EVRR,ESAA,
,,VEDEN,N563154,E0185236,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EVRR,ESAA,
,,VEDUT,N661337,E0125725,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,VEGAS,N652723,E0114854,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,VEHUF,N604612,E0260617,BOREALIS FRA,I,A,EFUT,,-,FL095 / FL660,H24,EFIN,,
,,VEKAB,N701541,E0291345,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,VEKUV,N625847,E0274850,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,VEMAM,N623738,E0052211,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,VENEM,N605350,E0060520,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,VENER,N543000,W0150000,BOREALIS FRA,EX,-,,,-,FL055 / UNL,H24,EGGX,,
,,VEPIN,N603753,E0261959,BOREALIS FRA,I,D,,"EFHK,EFUT",-,FL095 / FL660,H24,EFIN,,
,,VEPIP,N565513,E0143111,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,VEPUL,N621203,E0082132,BOREALIS FRA,I,A,ENAL,,-,FL135 / FL660,H24,ENOR,,
,,VEPUN,N672729,E0130524,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,VERAG,N650732,E0215914,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,VEREX,N552703,W0021345,BOREALIS FRA,EX,-,,,*,FL255 / FL660,H24,EGPX,,FRA (X): ODD FL
,,VESER,N651120,E0154047,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,VETAS,N560109,E0255122,BOREALIS FRA,EX,-,,,-,FL095 / FL660,H24,EVRR,EYVL,
,,VEVOD,N624951,E0111718,BOREALIS FRA,I,A,ENVA,,-,FL135 / FL660,H24,ENOR,,
,,VEXOM,N621238,E0104915,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,VORDME,VFL,N655246,E0131829,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,VIBAR,N573441,E0162326,BOREALIS FRA,I,AD,"ESSA,ESSB","ESKN,ESSA,ESSB",-,FL285 / FL660,H24,ESAA,,
,,VIBIN,N701900,E0284800,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,VIBON,N692918,E0134922,BOREALIS FRA,EX,-,,,-,FL135 / FL660,H24,ENOR,ENOB,
,,VIBON,N692918,E0134922,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,ENOB,
,,VIDDE,N702254,E0224435,BOREALIS FRA,I,A,ENHK,,-,FL135 / FL660,H24,ENOR,,
,VORDME,VIG,N623307,E0060204,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,VIPPA,N585633,E0101343,BOREALIS FRA,I,D,,ENGM,-,FL135 / FL660,H24,ENOR,,
,VORDME,VOO,N603256,E0050743,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,VORXI,N655220,E0120948,BOREALIS FRA,I,A,ENST,,-,FL135 / FL660,H24,ENOR,,
,,VOTNE,N585805,E0213920,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EETT,,
,,VOVIC,N681200,E0152300,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,VORDME,VSB,N573934,E0182049,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,VORDME,VSN,N581812,E0154236,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,VULEZ,N611235,E0290455,BOREALIS FRA,EX,-,,,-,FL095 / FL660,H24,EFIN,ULLL,
,,WAFIL,N595243,W0011711,BOREALIS FRA,I,AD,EGPA,EGPA,-,FL255 / FL660,H24,EGPX,,
,,WAKZU,N650832,E0190921,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,WETFI,N534947,W0053000,BOREALIS FRA,I,-,,,-,FL245 / UNL,H24,EISN,EGTT,
,,WEVBE,N520737,W0025921,BOREALIS FRA,I,-,,,-,FL245 / FL660,H24,EGTT,,
,,WIGGU,N511137,W0032028,BOREALIS FRA,I,-,,,-,FL245 / FL660,H24,EGTT,,
,VORDME,WIK,N582732,W0030601,BOREALIS FRA,I,AD,"EGPD,EGPE,EGPO","EGPD,EGPE,EGPO",-,FL255 / FL660,H24,EGPX,,
,,XALON,N683632,E0182825,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,XAMUS,N623730,E0014316,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,XANET,N613058,E0070251,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,XANON,N581257,E0235010,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EETT,,
,,XAPAN,N684010,E0171922,BOREALIS FRA,I,A,ENDU,,-,FL135 / FL660,H24,ENOR,,
,,XAPOR,N694718,E0173411,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,XAROS,N601653,E0080415,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,XATEN,N632350,E0065829,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,XAVAS,N672748,E0132819,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,XEBIB,N670302,E0211228,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,XEBIL,N634000,E0095500,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,XEGRO,N695101,E0193801,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,XEKRA,N645038,E0102715,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,XELAX,N621056,E0090201,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,XELMA,N615605,E0253746,BOREALIS FRA,I,D,,EFJY,-,FL095 / FL660,H24,EFIN,,
,,XELRU,N653926,E0065314,BOREALIS FRA,EX,-,,,-,FL135 / FL660,H24,ENOR,ENOB,
,,XELRU,N653926,E0065314,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,ENOB,
,,XELVI,N612959,E0124004,BOREALIS FRA,EX,A,ENGM,,-,FL135 / FL285,H24,ENOR,ESAA,
,,XELVI,N612959,E0124004,BOREALIS FRA,I,A,ENGM,,-,FL285 / FL660,H24,ENOR,ESAA,
,,XELVI,N612959,E0124004,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,ENOR,
,,XEMBA,N650358,E0104711,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,XENTA,N584129,E0112858,BOREALIS FRA,I,AD,"ENGM,ENRY,ENTO",ESGG,-,FL285 / FL660,H24,ESAA,,
,,XEPLI,N623925,E0102820,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,XETBO,N520000,W0140000,BOREALIS FRA,I,-,,,-,FL055 / UNL,H24,EISN,,
,,XETMU,N675224,E0252155,BOREALIS FRA,I,AD,EFKT,EFKT,-,FL095 / FL660,H24,EFIN,,
,,XETNI,N604120,E0221430,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,XEVAP,N645013,E0241836,BOREALIS FRA,I,AD,EFOU,EFOU,-,FL095 / FL660,H24,EFIN,,
,,XEVLO,N632157,E0252249,BOREALIS FRA,I,-,,,-,FL095 / FL660,H24,EFIN,,
,,XIDMI,N594304,E0115612,BOREALIS FRA,EX,D,,"ENRY,ENTO",-,FL135 / FL285,H24,ENOR,ESAA,
,,XIDMI,N594304,E0115612,BOREALIS FRA,I,D,,"ENRY,ENTO",-,FL285 / FL660,H24,ENOR,ESAA,
,,XIDMI,N594304,E0115612,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,ENOR,
,,XILAN,N593934,E0190434,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,XODBA,N654251,E0122100,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,XONTU,N655626,E0240436,BOREALIS FRA,X,-,,,-,FL095 / FL285,H24,EFIN,ESAA,
,,XONTU,N655626,E0240436,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,EFIN,ESAA,
,,XORMU,N611928,E0223854,BOREALIS FRA,I,AD,"EFPO,EFTP","EFPO,EFTP",-,FL095 / FL660,H24,EFIN,,
,,XUKDI,N602137,E0105000,BOREALIS FRA,I,-,,,-,FL135 / FL660,H24,ENOR,,
,,YORQI,N513119,W0022536,BOREALIS FRA,I,-,,,-,FL245 / FL660,H24,EGTT,,
,,ZESPE,N513310,W0025314,BOREALIS FRA,I,D,,EGBB,-,FL245 / FL660,H24,EGTT,,
,,ZIPCO,N615214,E0173757,BOREALIS FRA,I,-,,,-,FL285 / FL660,H24,ESAA,,
,,ZIPWE,N514235,W0033401,BOREALIS FRA,I,A,EGBB,,-,FL245 / FL660,H24,EGTT,,
,,ZOFAT,N553536,W0040208,BOREALIS FRA,I,-,,,-,FL255 / FL660,H24,EGPX,,
,VORDME,ZOL,N585230,E0053824,BOREALIS FRA,I,D,,ENBR,-,FL135 / FL660,H24,ENOR,,
,,ABGUS,N515201,E0110312,EDMM EAST,EX,-,,,-,FL245 / FL315,22:30 - 04:00 (21:30 - 03:00),EDVV,,
,,AKOSI,N494228,E0120510,EDMM EAST,EX,-,,,-,FL245 / FL315,22:30 - 04:00 (21:30 - 03:00),EDUU,,
,,AMOSA,N493034,E0104841,EDMM EAST,EX,-,,,-,FL245 / FL315,22:30 - 04:00 (21:30 - 03:00),EDUU,,
,,ARMUT,N494321,E0121924,EDMM EAST,EX,-,,,-,FL245 / FL315,22:30 - 04:00 (21:30 - 03:00),EDUU,,
,,BARAP,N515142,E0114301,EDMM EAST,EX,-,,,-,FL245 / FL315,22:30 - 04:00 (21:30 - 03:00),EDUU,,
,,BARSU,N495518,E0102322,EDMM EAST,EX,-,,,-,FL245 / FL315,22:30 - 04:00 (21:30 - 03:00),EDUU,,
,,BOLBO,N514741,E0130904,EDMM EAST,EX,-,,,-,FL245 / FL315,22:30 - 04:00 (21:30 - 03:00),EDUU,,
,,BOREP,N495757,E0103740,EDMM EAST,E,-,,,-,FL245 / FL315,22:30 - 04:00 (21:30 - 03:00),EDUU,,
,,DIBDO,N515023,E0113426,EDMM EAST,EX,-,,,-,FL245 / FL315,22:30 - 04:00 (21:30 - 03:00),EDUU,,
,,DIDGI,N514557,E0122726,EDMM EAST,EX,-,,,-,FL245 / FL315,22:30 - 04:00 (21:30 - 03:00),EDUU,,
